locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS27330	LysR substrate-binding domain-containing protein	WP_008347029.1					-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS27335	FkbO/Hyg5 family chorismatase	WP_008347030.1					-	pteridine-dependent deoxygenase	-	-	-	-	-	Ribonuc_L-PSP
NCS66_RS27340	hypothetical protein	WP_033536447.1					-	CopG domain protein DNA-binding domain protein	ko:K18918	-	ko00000,ko02048,ko03000	-	-	-
NCS66_RS27345	hybrid sensor histidine kinase/response regulator	WP_144403715.1		phosphorelay signal transduction system|0000160||IEA			-	Histidine kinase	-	-	-	-	-	GAF_2,HATPase_c,HisKA,PAS_3,PAS_9,Response_reg
NCS66_RS27350	hypothetical protein	WP_008347038.1					-	-	-	-	-	-	-	-
NCS66_RS27360	DUF2278 family protein	WP_034470221.1					-	Uncharacterized conserved protein (DUF2278)	-	-	-	-	-	DUF2278
NCS66_RS27365	CHAD domain-containing protein	WP_008347044.1					-	PFAM CHAD domain containing protein	-	-	-	-	-	CHAD
NCS66_RS27370	NUDIX domain-containing protein	WP_034470223.1	hydrolase activity|0016787||IEA				-	Nudix hydrolase	ko:K03574	-	ko00000,ko01000,ko03400	-	-	NUDIX
NCS66_RS27375	MFS transporter	WP_008347047.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1
NCS66_RS27380	BON domain-containing protein	WP_008347050.1					-	BON domain	-	-	-	-	-	BON
NCS66_RS27385	hypothetical protein	WP_235366254.1					-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS27395	Rossmann-like and DUF2520 domain-containing protein	WP_008347056.1					-	Domain of unknown function (DUF2520)	-	-	-	-	-	DUF2520,Rossmann-like
NCS66_RS27410	LysR family transcriptional regulator	WP_008347062.1	DNA-binding transcription activator activity|0001216||IEA				-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS27430	hypothetical protein	WP_008347071.1					-	-	-	-	-	-	-	-
NCS66_RS27435	PAAR domain-containing protein	WP_008347073.1					-	PAAR motif	-	-	-	-	-	PAAR_motif
NCS66_RS27445	hypothetical protein	WP_250480909.1					-	COG3209 Rhs family protein	-	-	-	-	-	-
NCS66_RS27455	MFS transporter	WP_008347078.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily	-	-	-	-	-	MFS_1
NCS66_RS27470	TetR/AcrR family transcriptional regulator	WP_008347084.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Bacterial regulatory proteins, tetR family	-	-	-	-	-	TetR_N
NCS66_RS27475	nuclear transport factor 2 family protein	WP_008347086.1					-	SnoaL-like polyketide cyclase	-	-	-	-	-	SnoaL
NCS66_RS27500	DUF2165 domain-containing protein	WP_033536907.1					-	Predicted small integral membrane protein (DUF2165)	-	-	-	-	-	DUF2165
NCS66_RS27520	DUF1801 domain-containing protein	WP_008345927.1					-	Domain of unknown function (DU1801)	-	-	-	-	-	DUF1801
NCS66_RS27525	DUF4142 domain-containing protein	WP_008345928.1					-	Domain of unknown function (DUF4142)	ko:K08995	-	ko00000	-	-	DUF4142
NCS66_RS27535	ATP-binding protein	WP_033536880.1					-	Histidine kinase	-	-	-	-	-	HATPase_c,HisKA,PAS_3,PAS_4,PAS_9,Response_reg
NCS66_RS27560	DUF3022 domain-containing protein	WP_008345934.1					-	-	-	-	-	-	-	DUF3022
NCS66_RS27565	hypothetical protein	WP_033536881.1					-	-	-	-	-	-	-	-
NCS66_RS27575	MFS transporter	WP_051078959.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator	-	-	-	-	-	MFS_1
NCS66_RS27585	protein-L-isoaspartate(D-aspartate) O-methyltransferase	WP_008345938.1	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity|0004719||IEA	protein modification process|0036211||IEA			-	Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins	-	-	-	-	-	Erythro_esteras,PCMT
NCS66_RS27590	RcnB family protein	WP_008345939.1					-	Nickel/cobalt transporter regulator	-	-	-	-	-	RcnB
NCS66_RS27600	thiamine pyrophosphate-binding protein	WP_250480911.1	thiamine pyrophosphate binding|0030976||IEA				-	Belongs to the TPP enzyme family	ko:K00156	-	ko00000,ko00001,ko01000	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
NCS66_RS27605	thiamine pyrophosphate-requiring protein	WP_250480912.1	thiamine pyrophosphate binding|0030976||IEA				-	Belongs to the TPP enzyme family	ko:K00156	-	ko00000,ko00001,ko01000	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
NCS66_RS27615	SDR family oxidoreductase	WP_033536883.1					-	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	adh_short
NCS66_RS27620	hypothetical protein	WP_008345944.1					-	-	-	-	-	-	-	-
NCS66_RS27625	alpha/beta hydrolase	WP_008345945.1	hydrolase activity|0016787||IEA				-	TAP-like protein	-	-	-	-	-	Abhydrolase_1,Abhydrolase_4
NCS66_RS27635	ParB/Srx family N-terminal domain-containing protein	WP_008345947.1					-	ParB-like nuclease	-	-	-	-	-	ParBc_2
NCS66_RS27640	hypothetical protein	WP_235366302.1					-	6-phospho-beta-galactosidase activity	-	-	-	-	-	-
NCS66_RS27660	hypothetical protein	WP_008345953.1					-	-	-	-	-	-	-	-
NCS66_RS27665	cytochrome c	WP_241484846.1	heme binding|0020037||IEA				-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C
NCS66_RS27680	hypothetical protein	WP_081851799.1					-	-	-	-	-	-	-	-
NCS66_RS27685	hypothetical protein	WP_008345957.1					-	-	-	-	-	-	-	-
NCS66_RS27690	chemotaxis protein CheB	WP_008345959.1					-	methylesterase	ko:K03412	M00506	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	CheB_methylest
NCS66_RS27695	CheR family methyltransferase	WP_250480913.1					-	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR	ko:K13924	M00506	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	CheB_methylest,CheR,CheR_N,HATPase_c,HisKA,PAS,PAS_10,Response_reg
NCS66_RS27700	recombinase family protein	WP_051078960.1	DNA binding|0003677||IEA	DNA recombination|0006310||IEA			-	Resolvase, N terminal domain	ko:K14060	-	ko00000	-	-	HTH_7,Resolvase
NCS66_RS27705	hypothetical protein	WP_034470053.1					-	-	-	-	-	-	-	-
NCS66_RS27710	DUF6723 family protein	WP_033536913.1					-	-	-	-	-	-	-	-
NCS66_RS27715	hypothetical protein	WP_144403779.1					-	-	-	-	-	-	-	-
NCS66_RS27720	LysE family translocator	WP_008345968.1					-	Lysine exporter protein LysE YggA	-	-	-	-	-	LysE
NCS66_RS27730	class I SAM-dependent methyltransferase	WP_008345972.1	S-adenosyl-L-methionine binding|1904047||IEA				-	Methyltransferase	-	-	-	-	-	Methyltransf_11,Methyltransf_25
NCS66_RS27735	FAD-dependent monooxygenase	WP_008345973.1	FAD binding|0071949||IEA				-	FAD binding domain	-	-	-	-	-	FAD_binding_3
NCS66_RS27740	hypothetical protein	WP_235366310.1					-	Protein of unknown function (DUF1634)	-	-	-	-	-	DUF1634
NCS66_RS27745	sulfite exporter TauE/SafE family protein	WP_008345977.1		transport|0006810||IEA			-	Sulfite exporter TauE/SafE	-	-	-	-	-	TauE
NCS66_RS27750	IclR family transcriptional regulator	WP_008345979.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS27755	DUF6531 domain-containing protein	WP_250480914.1					-	Rhs_assc_core RHS repeat-associated core domain protein	-	-	-	-	-	Colicin-DNase,PAAR_motif,RHS,RHS_repeat
NCS66_RS27760	RHS repeat-associated core domain-containing protein	WP_250480915.1					-	Rhs_assc_core RHS repeat-associated core domain protein	-	-	-	-	-	Colicin-DNase,PAAR_motif,RHS,RHS_repeat
NCS66_RS27775	hypothetical protein	WP_152563166.1					-	-	-	-	-	-	-	-
NCS66_RS27780	hypothetical protein	WP_008345983.1					-	-	-	-	-	-	-	-
NCS66_RS27785	porin	WP_008345987.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	-	-	-	-	-	Porin_4
NCS66_RS27795	recombinase-like helix-turn-helix domain-containing protein	WP_008345993.1					-	-	-	-	-	-	-	-
NCS66_RS27800	aromatic ring-hydroxylating dioxygenase subunit alpha	WP_008345995.1	2 iron, 2 sulfur cluster binding|0051537||IEA				-	Rieske 2Fe-2S	-	-	-	-	-	Rieske
NCS66_RS27805	SDR family oxidoreductase	WP_008345996.1					-	Short-chain dehydrogenase reductase sdr	-	-	-	-	-	adh_short_C2
NCS66_RS27810	cupin domain-containing protein	WP_008345999.1					-	PFAM Cupin 2, conserved barrel domain protein	-	-	-	-	-	Cupin_2
NCS66_RS27815	alpha/beta hydrolase	WP_034470071.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
NCS66_RS27820	IclR family transcriptional regulator	WP_008346003.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS27825	SDR family oxidoreductase	WP_008346005.1					-	short-chain dehydrogenase	-	-	-	-	-	adh_short,adh_short_C2
NCS66_RS27835	aspartate dehydrogenase	WP_008346008.1					-	Specifically catalyzes the NAD or NADP-dependent dehydrogenation of L-aspartate to iminoaspartate	ko:K06989	-	ko00000,ko00001,ko01000	-	-	DUF108,NAD_binding_3
NCS66_RS27845	VOC family protein	WP_008346011.1	metal ion binding|0046872||IEA				-	glyoxalase bleomycin resistance protein dioxygenase	-	-	-	-	-	Glyoxalase
NCS66_RS27855	MFS transporter	WP_008346015.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Uncharacterised MFS-type transporter YbfB	-	-	-	-	-	MFS_1,MFS_4,Sugar_tr
NCS66_RS27865	DUF3304 domain-containing protein	WP_008346018.1					-	Protein of unknown function (DUF3304)	-	-	-	-	-	DUF3304
NCS66_RS27870	DUF4123 domain-containing protein	WP_144403781.1					-	Domain of unknown function (DUF4123)	-	-	-	-	-	DUF4123
NCS66_RS27895	Hcp family type VI secretion system effector	WP_008346030.1		protein secretion by the type VI secretion system|0033103||IEA			-	type VI secretion system	ko:K11903	M00334	ko00000,ko00001,ko00002,ko02044	-	-	T6SS_HCP
NCS66_RS27905	type VI secretion system baseplate subunit TssE	WP_033536886.1	molecular_function|0003674||IEA	protein secretion by the type VI secretion system|0033103||IEA		tssE	-	Type VI secretion	ko:K11905	M00334	ko00000,ko00002,ko02044	-	-	GPW_gp25
NCS66_RS27910	tetratricopeptide repeat protein	WP_008346033.1					-	repeat-containing protein	-	-	-	-	-	Glyco_transf_9,TPR_1,TPR_16
NCS66_RS27925	aldehyde dehydrogenase family protein	WP_008346038.1	oxidoreductase activity|0016491||IEA				-	Aldehyde dehydrogenase family	ko:K15515	-	ko00000,ko01000	-	-	Aldedh
NCS66_RS27930	IclR family transcriptional regulator	WP_008346040.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS27940	nuclear transport factor 2 family protein	WP_008346044.1					-	SnoaL-like polyketide cyclase	-	-	-	-	-	SnoaL_2
NCS66_RS27945	FAD-binding oxidoreductase	WP_008346045.1	oxidoreductase activity|0016491||IEA				-	oxidoreductase	ko:K07256	-	ko00000,ko00001,ko01000	-	-	DAO
NCS66_RS27950	cobaltochelatase	WP_008346049.1					-	Cobalamin biosynthesis protein CobT	ko:K09883	-	ko00000,ko00001,ko01000	-	-	CobT,CobT_C
NCS66_RS27955	AAA family ATPase	WP_008346051.1	ATP hydrolysis activity|0016887||IEA				-	Cobaltochelatase CobS subunit N terminal	ko:K09882	-	ko00000,ko00001,ko01000	-	-	AAA_5,CobS_N
NCS66_RS27960	IclR family transcriptional regulator	WP_008346053.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Bacterial transcriptional regulator	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS27965	IclR family transcriptional regulator	WP_250480917.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS27970	sulfoacetaldehyde acetyltransferase	WP_051078970.1	sulfoacetaldehyde acetyltransferase activity|0050487||IEA	taurine catabolic process|0019529||IEA	cytoplasm|0005737||IEA	xsc	-	Belongs to the TPP enzyme family	ko:K03852	-	ko00000,ko00001,ko01000	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
NCS66_RS27980	IclR family transcriptional regulator	WP_008346059.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Bacterial transcriptional regulator	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS27995	hypothetical protein	WP_144403782.1					-	DUF218 domain	-	-	-	-	-	DUF218
NCS66_RS28000	dual specificity protein phosphatase family protein	WP_250480919.1					-	Tyrosine phosphatase family	-	-	-	-	-	DSPc,Y_phosphatase2,Y_phosphatase3
NCS66_RS28005	hypothetical protein	WP_244808276.1					-	-	-	-	-	-	-	-
NCS66_RS28010	glycosyltransferase	WP_008346069.1	hexosyltransferase activity|0016758||IEA				-	Monogalactosyldiacylglycerol synthase	ko:K03429,ko:K03715	-	ko00000,ko00001,ko01000,ko01003	-	GT28	Glyco_tran_28_C,MGDG_synth
NCS66_RS28015	PLP-dependent aminotransferase family protein	WP_008346070.1	pyridoxal phosphate binding|0030170||IEA				-	Aminotransferase	ko:K00375	-	ko00000,ko03000	-	-	Aminotran_1_2,GntR
NCS66_RS28020	cytochrome b	WP_008346072.1	metal ion binding|0046872||IEA	respiratory electron transport chain|0022904||IEA	membrane|0016020||IEA		-	Cytochrome B561	ko:K12262	-	ko00000	-	-	Ni_hydr_CYTB
NCS66_RS28030	hypothetical protein	WP_008346076.1					-	-	-	-	-	-	-	-
NCS66_RS28035	MBOAT family protein	WP_008346078.1					-	PFAM membrane bound O-acyl transferase MBOAT family protein	ko:K19294	-	ko00000	-	-	MBOAT
NCS66_RS28040	ribbon-helix-helix domain-containing protein	WP_033536923.1					-	Ribbon-helix-helix domain	-	-	-	-	-	RHH_4
NCS66_RS28045	GMC family oxidoreductase	WP_008346081.1	oxidoreductase activity|0016491||IEA				-	PFAM glucose-methanol-choline oxidoreductase	ko:K03333	-	ko00000,ko00001,ko01000	-	-	GMC_oxred_C,GMC_oxred_N,NAD_binding_8
NCS66_RS28050	twin-arginine translocation signal domain-containing protein	WP_008346083.1					-	(twin-arginine translocation) pathway signal	-	-	-	-	-	Gluconate_2-dh3
NCS66_RS28070	porin	WP_008346091.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	-	-	-	-	-	Porin_4
NCS66_RS28090	DMT family transporter	WP_008346096.1	transporter activity|0005215||IEA	transmembrane transport|0055085||IEA			-	Drug metabolite transporter (DMT) superfamily	-	-	-	-	-	EamA
NCS66_RS28120	hypothetical protein	WP_008346106.1					-	6-phospho-beta-galactosidase activity	-	-	-	-	-	Glyco_hydro_cc
NCS66_RS28125	Rieske 2Fe-2S domain-containing protein	WP_008346109.1	2 iron, 2 sulfur cluster binding|0051537||IEA				-	Rieske [2Fe-2S] domain	-	-	-	-	-	Rieske
NCS66_RS28130	intradiol ring-cleavage dioxygenase	WP_008346110.1					-	PFAM intradiol ring-cleavage dioxygenase	ko:K03381	M00568	ko00000,ko00001,ko00002,ko01000	-	-	Dioxygenase_C,Dioxygenase_N
NCS66_RS28135	maleylacetate reductase	WP_008346113.1	metal ion binding|0046872||IEA				-	maleylacetate reductase	ko:K00217	-	ko00000,ko00001,ko01000	-	-	Fe-ADH
NCS66_RS28145	hypothetical protein	WP_033536888.1					-	-	-	-	-	-	-	-
NCS66_RS28150	hypothetical protein	WP_033536925.1					-	-	-	-	-	-	-	-
NCS66_RS28155	nuclear transport factor 2 family protein	WP_008346123.1					-	SnoaL-like domain	-	-	-	-	-	SnoaL_2
NCS66_RS28165	FAD-dependent oxidoreductase	WP_008346126.1	oxidoreductase activity|0016491||IEA				-	FAD binding domain	-	-	-	-	-	FAD_binding_2
NCS66_RS28170	transporter	WP_033536889.1					-	Putative MetA-pathway of phenol degradation	-	-	-	-	-	Phenol_MetA_deg
NCS66_RS28175	AraC family transcriptional regulator	WP_008346129.1	sequence-specific DNA binding|0043565||IEA				-	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	HTH_18
NCS66_RS28180	LysR family transcriptional regulator	WP_008346131.1	DNA-binding transcription activator activity|0001216||IEA				-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS28185	AEC family transporter	WP_008346134.1		transmembrane transport|0055085||IEA			-	Membrane transport protein	ko:K07088	-	ko00000	-	-	Mem_trans
NCS66_RS28190	catalase	WP_235366304.1	heme binding|0020037||IEA				-	Catalase	-	-	-	-	-	Catalase
NCS66_RS28195	cytochrome c	WP_008346138.1	heme binding|0020037||IEA				-	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	Cytochrome_CBB3
NCS66_RS28200	hypothetical protein	WP_008346140.1					-	-	-	-	-	-	-	-
NCS66_RS28210	zinc-finger-containing protein	WP_008346143.1					-	zinc-finger-containing domain	-	-	-	-	-	DUF3268
NCS66_RS28215	hypothetical protein	WP_008346145.1					-	-	-	-	-	-	-	-
NCS66_RS28225	ParB/RepB/Spo0J family partition protein	WP_250480921.1	DNA binding|0003677||IEA	chromosome segregation|0007059||IEA			-	Belongs to the ParB family	ko:K03497	-	ko00000,ko03000,ko03036,ko04812	-	-	ParBc
NCS66_RS28230	AAA family ATPase	WP_033536892.1					-	Plasmid partition protein A	ko:K03496	-	ko00000,ko03036,ko04812	-	-	AAA_31,MerR_1
NCS66_RS28235	replication initiation protein	WP_008346150.1	DNA-directed DNA polymerase activity|0003887||IEA	DNA replication initiation|0006270||IEA			-	Initiator replication protein B	-	-	-	-	-	Rep_3
NCS66_RS28240	YbfB/YjiJ family MFS transporter	WP_008346152.1					-	Major facilitator superfamily MFS_1	-	-	-	-	-	MFS_4
NCS66_RS28245	phosphocholine-specific phospholipase C	WP_008346153.1	phospholipase C activity|0004629||IEA				-	phospholipase C	ko:K01114	-	ko00000,ko00001,ko01000,ko02042	-	-	DUF756,Phosphoesterase
NCS66_RS28250	NUDIX domain-containing protein	WP_051078963.1	hydrolase activity|0016787||IEA				-	NUDIX domain	ko:K03574	-	ko00000,ko01000,ko03400	-	-	NUDIX
NCS66_RS28255	hypothetical protein	WP_008346157.1					-	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	-	-	-	-	-	-
NCS66_RS28260	glycosyltransferase	WP_008346158.1					-	Glycosyl transferase 4-like domain	ko:K21011	-	ko00000,ko00001,ko01003	-	GT4	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1
NCS66_RS28270	IS3 family transposase	WP_250480922.1	transposase activity|0004803||IEA				-	PFAM Integrase catalytic region	ko:K07497	-	ko00000	-	-	HTH_21,rve,rve_2
NCS66_RS28270	IS3 family transposase	WP_250480922.1	transposase activity|0004803||IEA				-	PFAM Integrase catalytic region	ko:K07497	-	ko00000	-	-	HTH_21,rve,rve_2
NCS66_RS28275	glycosyltransferase	WP_033536894.1					-	Glycosyl transferase family 4	ko:K02851	-	ko00000,ko01000,ko01003,ko01005	-	-	Glycos_transf_4
NCS66_RS28280	polysaccharide biosynthesis tyrosine autokinase	WP_033536895.1		extracellular polysaccharide biosynthetic process|0045226||IEA			-	TIGRFAM exopolysaccharide transport protein family	ko:K16692	-	ko00000,ko01000,ko01001	-	-	AAA_31,CbiA,GNVR,Wzz
NCS66_RS28285	Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB	WP_008346170.1	NAD binding|0051287||IEA	polysaccharide biosynthetic process|0000271||IEA		tviB	-	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	ko:K02474,ko:K13015	-	ko00000,ko00001,ko01000,ko01005	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
NCS66_RS28290	glycosyltransferase family 4 protein	WP_008346171.1					-	Glycosyl transferase 4-like	-	-	-	-	-	Glyco_trans_1_4,Glyco_trans_4_2,Glyco_transf_4,Glycos_transf_1
NCS66_RS28300	glycosyltransferase family 4 protein	WP_008346175.1	glycosyltransferase activity|0016757||IEA				-	Glycosyl transferases group 1	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
NCS66_RS28305	glycosyltransferase family 4 protein	WP_034470106.1	glycosyltransferase activity|0016757||IEA				-	glycosyl transferase	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
NCS66_RS28310	hypothetical protein	WP_008346179.1					-	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	Beta_helix
NCS66_RS28315	EpsG family protein	WP_235366307.1					-	-	-	-	-	-	-	EpsG
NCS66_RS28320	polysaccharide deacetylase family protein	WP_008346183.1	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA	carbohydrate metabolic process|0005975||IEA			-	Polysaccharide deacetylase	-	-	-	-	-	Polysacc_deac_1
NCS66_RS28325	acyltransferase family protein	WP_250480923.1	acyltransferase activity, transferring groups other than amino-acyl groups|0016747||IEA				-	Acyltransferase family	-	-	-	-	-	Acyl_transf_3
NCS66_RS28330	lipid II flippase MurJ	WP_008346187.1					-	MviN-like protein	-	-	-	-	-	MVIN
NCS66_RS28335	serine O-acetyltransferase	WP_008346189.1	serine O-acetyltransferase activity|0009001||IEA	cysteine biosynthetic process from serine|0006535||IEA			-	Hexapeptide repeat of succinyl-transferase	-	-	-	-	-	Hexapep
NCS66_RS28340	hypothetical protein	WP_008346191.1					-	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-
NCS66_RS28345	GDSL-type esterase/lipase family protein	WP_008346193.1					-	G-D-S-L family	-	-	-	-	-	Lipase_GDSL_2
NCS66_RS28350	transglycosylase domain-containing protein	WP_235366312.1					-	penicillin-binding protein	ko:K05366	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	Transgly,Transpeptidase
NCS66_RS28365	nucleotidyl transferase AbiEii/AbiGii toxin family protein	WP_033536896.1					-	Nucleotidyl transferase AbiEii toxin, Type IV TA system	-	-	-	-	-	AbiEii
NCS66_RS28370	type IV toxin-antitoxin system AbiEi family antitoxin	WP_034470111.1					-	Transcriptional regulator, AbiEi antitoxin, Type IV TA system	-	-	-	-	-	AbiEi_2
NCS66_RS28385	class II aldolase/adducin family protein	WP_008346210.1					-	Class II aldolase adducin family protein	-	-	-	-	-	Aldolase_II
NCS66_RS28390	Crp/Fnr family transcriptional regulator	WP_008346211.1	cAMP binding|0030552||IEA	regulation of DNA-templated transcription|0006355||IEA			-	CRP FNR family	-	-	-	-	-	HTH_Crp_2
NCS66_RS28415	Rieske 2Fe-2S domain-containing protein	WP_008346220.1	2 iron, 2 sulfur cluster binding|0051537||IEA				-	rieske 2fe-2s	-	-	-	-	-	Rieske,Ring_hydroxyl_A
NCS66_RS28420	LysR family transcriptional regulator	WP_008346221.1					-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS28425	NAD(P)/FAD-dependent oxidoreductase	WP_008346223.1	NADP binding|0050661||IEA				-	oxidoreductase	ko:K07222	-	ko00000	-	-	Pyr_redox_3
NCS66_RS28430	RidA family protein	WP_008346225.1	hydrolase activity|0016787||IEA				-	endoribonuclease L-PSP	-	-	-	-	-	Ribonuc_L-PSP
NCS66_RS28435	DUF1028 domain-containing protein	WP_250480924.1					-	Family of unknown function (DUF1028)	-	-	-	-	-	DUF1028
NCS66_RS28450	epoxide hydrolase	WP_008346232.1					-	Epoxide hydrolase N terminus	-	-	-	-	-	EHN
NCS66_RS28460	dimethylsulfoniopropionate lyase	WP_008346237.1					-	Dimethlysulfonioproprionate lyase	-	-	-	-	-	DMSP_lyase
NCS66_RS28465	Xaa-Pro peptidase family protein	WP_008346239.1	peptidase activity|0008233||IEA	proteolysis|0006508||IEA			-	Metallopeptidase family M24	-	-	-	-	-	Creatinase_N,Peptidase_M24
NCS66_RS28470	hybrid-cluster NAD(P)-dependent oxidoreductase	WP_008346241.1					-	Oxidoreductase NAD-binding domain	ko:K11933,ko:K21832	-	ko00000,ko01000	-	-	FAD_binding_6,Fer2,NAD_binding_1
NCS66_RS28480	helix-turn-helix domain-containing protein	WP_008346244.1					-	Helix-turn-helix domain	-	-	-	-	-	HTH_3,HTH_31
NCS66_RS28490	GNAT family N-acetyltransferase	WP_008346248.1	acyltransferase activity, transferring groups other than amino-acyl groups|0016747||IEA				-	FR47-like protein	-	-	-	-	-	FR47
NCS66_RS28495	SDR family oxidoreductase	WP_008346249.1					-	Nad-dependent epimerase dehydratase	-	-	-	-	-	Epimerase
NCS66_RS28500	helix-turn-helix transcriptional regulator	WP_033536024.1	DNA binding|0003677||IEA				-	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	HTH_31
NCS66_RS28505	SDR family NAD(P)-dependent oxidoreductase	WP_008346254.1					-	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	adh_short
NCS66_RS28510	ShlB/FhaC/HecB family hemolysin secretion/activation protein	WP_309792300.1	porin activity|0015288||IEA	protein transport|0015031||IEA	pore complex|0046930||IEA		-	Hemolysin activator HlyB domain protein	ko:K07326	-	ko00000,ko00001	-	-	POTRA_2,POTRA_3,ShlB
NCS66_RS28520	hypothetical protein	WP_008346261.1					-	-	-	-	-	-	-	-
NCS66_RS28525	hypothetical protein	WP_008346263.1					-	-	-	-	-	-	-	-
NCS66_RS28530	hypothetical protein	WP_008346270.1					-	-	-	-	-	-	-	-
NCS66_RS28530	hypothetical protein	WP_008346270.1					-	-	-	-	-	-	-	-
NCS66_RS28535	hypothetical protein	WP_008346266.1					-	-	-	-	-	-	-	-
NCS66_RS28540	hypothetical protein	WP_008346268.1					-	-	-	-	-	-	-	-
NCS66_RS28545	hypothetical protein	WP_008346270.1					-	-	-	-	-	-	-	-
NCS66_RS28545	hypothetical protein	WP_008346270.1					-	-	-	-	-	-	-	-
NCS66_RS28550	alpha/beta fold hydrolase	WP_008346272.1					-	Serine aminopeptidase, S33	-	-	-	-	-	Hydrolase_4
NCS66_RS28555	M4 family metallopeptidase	WP_033536051.1	metalloendopeptidase activity|0004222||IEA				-	Peptidase M4	-	-	-	-	-	Peptidase_M4,Peptidase_M4_C
NCS66_RS28560	protealysin inhibitor emfourin	WP_250480925.1					-	-	-	-	-	-	-	-
NCS66_RS28565	cupin domain-containing protein	WP_033536022.1					-	Protein of unknown function (DUF861)	ko:K06995	-	ko00000	-	-	Cupin_3
