locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
LDZ24_RS23385	Hsp20/alpha crystallin family protein	WP_248323596.1					-	Belongs to the small heat shock protein (HSP20) family	-	-	-	-	-	HSP20
LDZ24_RS23390	Hsp20/alpha crystallin family protein	WP_248323597.1					-	Belongs to the small heat shock protein (HSP20) family	ko:K13993	-	ko00000,ko00001,ko03110	-	-	HSP20
LDZ24_RS23395	hypothetical protein	WP_175943644.1					-	-	-	-	-	-	-	-
LDZ24_RS23400	YsnF/AvaK domain-containing protein	WP_248323598.1					-	Domain of unknown function (DUF2382)	-	-	-	-	-	DUF2382
LDZ24_RS23405	YsnF/AvaK domain-containing protein	WP_248323599.1					-	Domain of unknown function (DUF2382)	-	-	-	-	-	DUF2382
LDZ24_RS23415	hypothetical protein	WP_248323600.1					-	-	-	-	-	-	-	-
LDZ24_RS23425	TenA family transcriptional regulator	WP_206469728.1					-	Iron-containing redox enzyme	-	-	-	-	-	Haem_oxygenas_2
LDZ24_RS23430	OmpW family protein	WP_248323602.1					-	Outer membrane protein beta-barrel domain	ko:K07275	-	ko00000	-	-	OmpW
LDZ24_RS23435	DUF3072 domain-containing protein	WP_248323603.1					-	Protein of unknown function (DUF3072)	-	-	-	-	-	DUF3072
LDZ24_RS23440	hypothetical protein	WP_248323604.1					-	-	-	-	-	-	-	-
LDZ24_RS23445	alpha/beta fold hydrolase	WP_248323605.1					-	TAP-like protein	-	-	-	-	-	Abhydrolase_1,Abhydrolase_4
LDZ24_RS23450	MBL fold metallo-hydrolase	WP_248323606.1					-	Metallo-beta-lactamase superfamily	-	-	-	-	-	Lactamase_B
LDZ24_RS23455	hypothetical protein	WP_248323607.1					-	-	-	-	-	-	-	-
LDZ24_RS23460	OBAP family protein	WP_248323608.1					-	Protein of unknown function (DUF1264)	-	-	-	-	-	DUF1264
LDZ24_RS23470	DUF2795 domain-containing protein	WP_248323610.1					-	Protein of unknown function (DUF2795)	-	-	-	-	-	DUF2795
LDZ24_RS23475	DUF3597 domain-containing protein	WP_206469734.1					-	Domain of unknown function (DUF3597)	-	-	-	-	-	DUF3597
LDZ24_RS23480	DUF6723 family protein	WP_241270027.1					-	-	-	-	-	-	-	-
LDZ24_RS23490	major royal jelly family protein	WP_248323612.1					-	Major royal jelly protein	-	-	-	-	-	MRJP
LDZ24_RS23495	SDR family oxidoreductase	WP_248323613.1	oxidoreductase activity|0016491||IEA				-	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	adh_short
LDZ24_RS23500	LysR substrate-binding domain-containing protein	WP_248323614.1					-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS23505	FAD-binding oxidoreductase	WP_248323615.1	oxidoreductase activity|0016491||IEA				-	fad dependent oxidoreductase	-	-	-	-	-	DAO
LDZ24_RS23510	(2Fe-2S)-binding protein	WP_248323616.1					-	NAD(FAD)-dependent dehydrogenase	-	-	-	-	-	Fer2_4
LDZ24_RS23515	NAD(P)/FAD-dependent oxidoreductase	WP_248323617.1					-	BFD domain protein 2Fe-2S -binding domain protein	-	-	-	-	-	Fer2_BFD,Pyr_redox_2
LDZ24_RS23525	NUDIX domain-containing protein	WP_248323619.1	hydrolase activity|0016787||IEA				-	Nudix hydrolase	ko:K03574	-	ko00000,ko01000,ko03400	-	-	NUDIX
LDZ24_RS23535	hypothetical protein	WP_248323621.1					-	-	-	-	-	-	-	-
LDZ24_RS23550	manganese catalase family protein	WP_248323623.1					-	Pfam Manganese containing catalase	ko:K07217	-	ko00000	-	-	Mn_catalase
LDZ24_RS23555	DUF378 domain-containing protein	WP_175943701.1					-	Domain of unknown function (DUF378)	ko:K09779	-	ko00000	-	-	DUF378
LDZ24_RS23560	phosphatidylserine decarboxylase family protein	WP_248323624.1					-	Belongs to the phosphatidylserine decarboxylase family	ko:K01613	M00093	ko00000,ko00001,ko00002,ko01000	-	-	PSDC,PS_Dcarbxylase
LDZ24_RS23565	MmgE/PrpD family protein	WP_248323625.1					-	MmgE PrpD family protein	ko:K01720	-	ko00000,ko00001,ko01000	-	-	MmgE_PrpD
LDZ24_RS23570	hypothetical protein	WP_241270029.1					-	Cyclase dehydrase	-	-	-	-	-	-
LDZ24_RS23575	hemerythrin domain-containing protein	WP_248324213.1					-	Hemerythrin HHE cation binding domain	-	-	-	-	-	Hemerythrin
LDZ24_RS23605	cytochrome c oxidase subunit 3	WP_248323629.1	cytochrome-c oxidase activity|0004129||IEA		membrane|0016020||IEA		-	Cytochrome c oxidase subunit III	-	-	-	-	-	COX3
LDZ24_RS23610	hypothetical protein	WP_248323630.1					-	-	-	-	-	-	-	-
LDZ24_RS23615	cytochrome c oxidase assembly protein	WP_248323631.1			plasma membrane|0005886||IEA		-	Cytochrome c oxidase caa3-type, assembly factor	ko:K02351	-	ko00000	-	-	Caa3_CtaG
LDZ24_RS23620	cytochrome c	WP_371747474.1					-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
LDZ24_RS23625	glycosyltransferase family 4 protein	WP_248323632.1					-	glycosyl transferase	-	-	-	-	-	Glyco_trans_4_4,Glycos_transf_1
LDZ24_RS23630	nucleoside hydrolase	WP_248323633.1					-	Inosine uridine-preferring nucleoside hydrolase	-	-	-	-	-	IU_nuc_hydro
LDZ24_RS23650	Nramp family divalent metal transporter	WP_248323637.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	Natural resistance-associated macrophage protein	-	-	-	-	-	Nramp
LDZ24_RS23655	hypothetical protein	WP_248323638.1					-	PFAM PRC-barrel domain	-	-	-	-	-	-
LDZ24_RS23660	PRC-barrel domain-containing protein	WP_248323639.1	bacteriochlorophyll binding|0042314||IEA	photosynthesis, light reaction|0019684||IEA			-	-	-	-	-	-	-	-
LDZ24_RS23665	alpha/beta fold hydrolase	WP_248323640.1					-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_1
LDZ24_RS23670	MARCKS-like protein	WP_248323641.1					-	-	-	-	-	-	-	-
LDZ24_RS23675	CBS domain-containing protein	WP_175943742.1					-	Domain in cystathionine beta-synthase and other proteins.	-	-	-	-	-	CBS
LDZ24_RS23680	glycosyltransferase family 4 protein	WP_248323642.1					-	PFAM glycosyl transferase group 1	-	-	-	-	-	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1
LDZ24_RS23685	glycosyltransferase family 4 protein	WP_248323643.1					-	PFAM glycosyl transferase group 1	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
LDZ24_RS23690	HAD family hydrolase	WP_248323644.1					-	PFAM Haloacid dehalogenase domain protein hydrolase type 3	-	-	-	-	-	Hydrolase_3
LDZ24_RS23700	YihY/virulence factor BrkB family protein	WP_248323646.1			membrane|0016020||IEA		-	ribonuclease BN	ko:K07058	-	ko00000	-	-	Virul_fac_BrkB
LDZ24_RS23705	hypothetical protein	WP_248323647.1					-	-	-	-	-	-	-	-
LDZ24_RS23715	glycosyl hydrolase	WP_248324215.1					-	6-phospho-beta-galactosidase activity	-	-	-	-	-	Glyco_hydro_cc
LDZ24_RS23720	YbfB/YjiJ family MFS transporter	WP_371747475.1					-	Major facilitator superfamily MFS_1	-	-	-	-	-	MFS_4
LDZ24_RS23725	RepB family plasmid replication initiator protein	WP_248323648.1					-	Initiator replication protein B	-	-	-	-	-	Rep_3
LDZ24_RS23730	ParA family protein	WP_244851785.1	ATP binding|0005524||IEA				-	Plasmid partition protein A	ko:K03496	-	ko00000,ko03036,ko04812	-	-	AAA_31,MerR_1
LDZ24_RS23735	ParB/RepB/Spo0J family partition protein	WP_248323649.1					-	Belongs to the ParB family	ko:K03497	-	ko00000,ko03000,ko03036,ko04812	-	-	ParBc
LDZ24_RS23740	hypothetical protein	WP_371747476.1					-	-	-	-	-	-	-	-
LDZ24_RS23745	serine hydrolase	WP_248323650.1	hydrolase activity|0016787||IEA				-	Beta-lactamase	-	-	-	-	-	Beta-lactamase
LDZ24_RS23755	M20 family metallopeptidase	WP_248323652.1					-	peptidase dimerisation domain protein	-	-	-	-	-	M20_dimer,Peptidase_M20
LDZ24_RS23760	LysR family transcriptional regulator	WP_248323653.1	DNA-binding transcription activator activity|0001216||IEA				-	regulatory protein LysR	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS23765	Gfo/Idh/MocA family protein	WP_248323654.1	oxidoreductase activity|0016491||IEA				-	PFAM oxidoreductase domain protein	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
LDZ24_RS23790	DUF1330 domain-containing protein	WP_248323659.1					-	Domain of unknown function (DUF1330)	-	-	-	-	-	DUF1330
LDZ24_RS23800	NAD(P)-dependent oxidoreductase	WP_248323660.1					-	Dehydrogenase	-	-	-	-	-	DUF1932,F420_oxidored,NAD_binding_2
LDZ24_RS23815	lysophospholipid acyltransferase family protein	WP_248323662.1					-	Acyl-transferase	ko:K00655	M00089	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	Acyltransferase
LDZ24_RS23825	glycosyltransferase family 2 protein	WP_248323664.1					-	Glycosyltransferase like family 2	-	-	-	-	-	Glycos_transf_2
LDZ24_RS23840	thioesterase family protein	WP_248323666.1					-	PFAM thioesterase superfamily protein	ko:K07107	-	ko00000,ko01000	-	-	4HBT,4HBT_2
LDZ24_RS23855	LacI family DNA-binding transcriptional regulator	WP_248323669.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K02529	-	ko00000,ko03000	-	-	LacI,Peripla_BP_3
LDZ24_RS23860	response regulator	WP_248323670.1		phosphorelay signal transduction system|0000160||IEA			-	Histidine kinase	-	-	-	-	-	HATPase_c,HisKA,PAS_3,Response_reg
LDZ24_RS23865	ATPase domain-containing protein	WP_248323671.1					-	Circadian clock protein KaiC	ko:K08482	-	ko00000	-	-	ATPase
LDZ24_RS23885	nuclear transport factor 2 family protein	WP_248323675.1					-	SnoaL-like domain	-	-	-	-	-	SnoaL_2
LDZ24_RS23895	ATP-binding protein	WP_248323677.1					-	histidine kinase A domain protein	-	-	-	-	-	HATPase_c,HisKA,PAS_4,Response_reg
LDZ24_RS23900	sensor domain-containing diguanylate cyclase	WP_248323678.1					-	Diguanylate cyclase	-	-	-	-	-	GGDEF,MASE4
LDZ24_RS23905	hypothetical protein	WP_248323679.1					-	HAD superfamily, subfamily IIIB (Acid phosphatase)	-	-	-	-	-	-
LDZ24_RS23915	hypothetical protein	WP_248323681.1					-	-	-	-	-	-	-	-
LDZ24_RS23920	patatin-like phospholipase family protein	WP_248323682.1					-	PFAM Patatin	ko:K07001	-	ko00000	-	-	DUF3734,Patatin
LDZ24_RS23925	DUF4148 domain-containing protein	WP_248323683.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
LDZ24_RS23960	flagellar biosynthesis anti-sigma factor FlgM	WP_248323688.1		negative regulation of DNA-templated transcription|0045892||IEA		flgM	-	Anti-sigma-28 factor, FlgM	-	-	-	-	-	FlgM
LDZ24_RS23970	methyl-accepting chemotaxis protein	WP_248323690.1		signal transduction|0007165||IEA	membrane|0016020||IEA		-	Chemotaxis sensory transducer	ko:K03406	-	ko00000,ko00001,ko02035	-	-	4HB_MCP_1,HAMP,MCPsignal,TarH,sCache_2
LDZ24_RS23975	hypothetical protein	WP_248324218.1					-	CopG domain protein DNA-binding domain protein	ko:K18918	-	ko00000,ko02048,ko03000	-	-	-
LDZ24_RS23980	ATP-grasp fold amidoligase family protein	WP_350029470.1					-	TupA-like ATPgrasp	-	-	-	-	-	ATPgrasp_TupA
LDZ24_RS23985	glycosyltransferase family 4 protein	WP_248323692.1	glycosyltransferase activity|0016757||IEA				-	glycosyl transferase	-	-	-	-	-	Glyco_trans_1_4
LDZ24_RS23990	hypothetical protein	WP_248323693.1					-	-	-	-	-	-	-	-
LDZ24_RS23995	ATP-grasp fold amidoligase family protein	WP_248323694.1					-	TupA-like ATPgrasp	-	-	-	-	-	ATPgrasp_TupA
LDZ24_RS24000	DUF4142 domain-containing protein	WP_248323695.1					-	Domain of unknown function (DUF4142)	ko:K08995	-	ko00000	-	-	DUF4142
LDZ24_RS24005	hypothetical protein	WP_248323696.1					-	-	-	-	-	-	-	-
LDZ24_RS24020	CHAD domain-containing protein	WP_248323699.1					-	PFAM CHAD domain containing protein	-	-	-	-	-	CHAD
LDZ24_RS24025	metallophosphoesterase family protein	WP_248323700.1	metal ion binding|0046872||IEA				-	Purple acid Phosphatase, N-terminal domain	-	-	-	-	-	Metallophos,Pur_ac_phosph_N
LDZ24_RS24045	L-fuconate dehydratase	WP_248323704.1					-	mandelate racemase muconate lactonizing	ko:K18334	-	ko00000,ko00001,ko01000	-	-	MR_MLE_C,MR_MLE_N
LDZ24_RS24050	GntR family transcriptional regulator	WP_248323705.1	DNA-binding transcription factor activity|0003700||IEA				-	GntR family transcriptional regulator	ko:K22293	-	ko00000,ko03000	-	-	FCD,GntR
LDZ24_RS24085	succinate dehydrogenase, hydrophobic membrane anchor protein	WP_175940907.1	heme binding|0020037||IEA	tricarboxylic acid cycle|0006099||IEA	respiratory chain complex II (succinate dehydrogenase)|0045273||IEA	sdhD	-	succinate dehydrogenase, hydrophobic membrane anchor protein	ko:K00242	M00009,M00011,M00149,M00173	ko00000,ko00001,ko00002	-	-	Sdh_cyt
LDZ24_RS24100	LysR family transcriptional regulator	WP_248323710.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	regulatory protein LysR	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS24105	AraC family transcriptional regulator	WP_248323711.1	DNA-binding transcription factor activity|0003700||IEA				-	PFAM helix-turn-helix- domain containing protein AraC type	-	-	-	-	-	Arabinose_bd,HTH_18
LDZ24_RS24110	3-keto-5-aminohexanoate cleavage protein	WP_248323712.1					-	beta-keto acid cleavage enzyme	ko:K18013	-	ko00000,ko00001,ko01000	-	-	BKACE
LDZ24_RS24130	thioredoxin family protein	WP_248323715.1					-	Thioredoxin-like	-	-	-	-	-	AhpC-TSA,Redoxin
LDZ24_RS24140	cytochrome c biogenesis protein DipZ	WP_248323717.1	disulfide oxidoreductase activity|0015036||IEA	cytochrome complex assembly|0017004||IEA			-	cytochrome c biogenesis protein	-	-	-	-	-	AhpC-TSA,DsbD,Redoxin
LDZ24_RS24145	DUF4148 domain-containing protein	WP_248323718.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
LDZ24_RS24150	HAMP domain-containing sensor histidine kinase	WP_248323719.1	ATP binding|0005524||IEA	signal transduction|0007165||IEA			-	histidine kinase HAMP region domain protein	ko:K05962	-	ko00000,ko01000	-	-	HAMP,HATPase_c,HisKA
LDZ24_RS28025	hypothetical protein	WP_256465420.1					-	-	-	-	-	-	-	-
LDZ24_RS24160	DUF4148 domain-containing protein	WP_206470525.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
LDZ24_RS24165	organic hydroperoxide resistance protein	WP_284506683.1					-	PFAM OsmC family protein	-	-	-	-	-	OsmC
LDZ24_RS24170	DUF2934 domain-containing protein	WP_248323721.1					-	Protein of unknown function (DUF2934)	-	-	-	-	-	DUF2934
LDZ24_RS24175	YbfB/YjiJ family MFS transporter	WP_248323722.1					-	Major facilitator superfamily MFS_1	-	-	-	-	-	MFS_4
LDZ24_RS24185	TetR/AcrR family transcriptional regulator	WP_248323723.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	WHG domain	-	-	-	-	-	TetR_N,WHG
LDZ24_RS24190	hypothetical protein	WP_371747477.1					-	-	-	-	-	-	-	-
LDZ24_RS24195	hypothetical protein	WP_248323724.1					-	-	-	-	-	-	-	-
LDZ24_RS24200	serine protease	WP_350029450.1	serine-type peptidase activity|0008236||IEA	proteolysis|0006508||IEA			-	Trypsin-like peptidase domain	-	-	-	-	-	Trypsin_2
LDZ24_RS24210	hypothetical protein	WP_248323726.1					-	-	-	-	-	-	-	-
LDZ24_RS24215	DUF2946 domain-containing protein	WP_248323727.1					-	Protein of unknown function (DUF2946)	-	-	-	-	-	DUF2946
LDZ24_RS24220	hypothetical protein	WP_371747478.1					-	-	-	-	-	-	-	-
LDZ24_RS24230	PleD family two-component system response regulator	WP_248323729.1					-	cheY-homologous receiver domain	-	-	-	-	-	Response_reg
LDZ24_RS24235	SDR family NAD(P)-dependent oxidoreductase	WP_248323730.1					-	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	adh_short
LDZ24_RS24245	YfiR family protein	WP_248323731.1					-	Domain of unknown function (DUF4154)	-	-	-	-	-	DUF4154
LDZ24_RS24250	bifunctional diguanylate cyclase/phosphodiesterase	WP_248323732.1					-	Diguanylate cyclase	-	-	-	-	-	CHASE8,EAL,GGDEF
LDZ24_RS24255	hypothetical protein	WP_248323733.1					-	-	-	-	-	-	-	-
LDZ24_RS24260	polysaccharide biosynthesis tyrosine autokinase	WP_248323734.1		extracellular polysaccharide biosynthetic process|0045226||IEA			-	PFAM lipopolysaccharide biosynthesis	ko:K08252,ko:K16692	-	ko00000,ko01000,ko01001	-	-	AAA_31,CBP_BcsQ,CbiA,GNVR,ParA,Wzz
LDZ24_RS24265	beta-glucosidase	WP_248323735.1					-	PFAM glycoside hydrolase family 39	-	-	-	-	-	-
LDZ24_RS24270	glycosyl hydrolase	WP_248323736.1	hydrolase activity, acting on glycosyl bonds|0016798||IEA				-	6-phospho-beta-galactosidase activity	-	-	-	-	-	-
LDZ24_RS24275	CpsD/CapB family tyrosine-protein kinase	WP_248323737.1	ATP binding|0005524||IEA				-	-	-	-	-	-	-	-
LDZ24_RS24280	carboxymuconolactone decarboxylase family protein	WP_248323738.1					-	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	CMD
LDZ24_RS24285	cupin domain-containing protein	WP_248323739.1					-	Cupin domain	-	-	-	-	-	Cupin_2
LDZ24_RS24290	PLP-dependent aminotransferase family protein	WP_248323740.1	pyridoxal phosphate binding|0030170||IEA				-	aminotransferase class I and II	ko:K00375	-	ko00000,ko03000	-	-	Aminotran_1_2,GntR
LDZ24_RS24295	HD domain-containing protein	WP_248323741.1					-	PFAM metal-dependent phosphohydrolase, HD sub domain	-	-	-	-	-	HD
LDZ24_RS24300	histidine kinase	WP_248323742.1					-	RESPONSE REGULATOR receiver	-	-	-	-	-	-
LDZ24_RS24305	CheR family methyltransferase	WP_248323743.1					-	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR	ko:K13924	M00506	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	CheB_methylest,CheR,CheR_N,HATPase_c,HisKA,PAS,PAS_10,Response_reg
LDZ24_RS24310	chemotaxis protein CheB	WP_248324223.1					-	methylesterase	ko:K03412	M00506	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	CheB_methylest
LDZ24_RS24330	hypothetical protein	WP_248323745.1					-	lipid catabolic process	-	-	-	-	-	-
LDZ24_RS24340	hypothetical protein	WP_248324224.1					-	-	-	-	-	-	-	-
LDZ24_RS24345	MipA/OmpV family protein	WP_248323747.1	protein-macromolecule adaptor activity|0030674||IEA	peptidoglycan biosynthetic process|0009252||IEA	cell outer membrane|0009279||IEA		-	MltA-interacting protein MipA	-	-	-	-	-	MipA
LDZ24_RS24360	hypothetical protein	WP_248323750.1					-	-	-	-	-	-	-	-
LDZ24_RS24365	SDR family oxidoreductase	WP_248323751.1					-	short-chain dehydrogenase	-	-	-	-	-	adh_short_C2
LDZ24_RS24370	LysR family transcriptional regulator	WP_248323752.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS24375	TetR/AcrR family transcriptional regulator	WP_248323753.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein TetR	ko:K16137	-	ko00000,ko03000	-	-	TetR_N
LDZ24_RS24380	NmrA family NAD(P)-binding protein	WP_248323754.1					-	NmrA-like family	-	-	-	-	-	NmrA
LDZ24_RS24390	hypothetical protein	WP_248323755.1					-	PFAM SMP-30 Gluconolaconase	-	-	-	-	-	-
LDZ24_RS24410	nuclear transport factor 2 family protein	WP_248323759.1					-	SnoaL-like domain	-	-	-	-	-	SnoaL_4
LDZ24_RS24415	hypothetical protein	WP_248323760.1					-	-	-	-	-	-	-	-
LDZ24_RS24420	tautomerase family protein	WP_248323761.1					-	Tautomerase enzyme	ko:K01821	M00569	ko00000,ko00001,ko00002,ko01000	-	-	Tautomerase
LDZ24_RS24425	aromatic-ring-hydroxylating dioxygenase subunit beta	WP_248323762.1		metabolic process|0008152||IEA			-	PFAM aromatic-ring-hydroxylating dioxygenase beta subunit	-	-	-	-	-	Ring_hydroxyl_B
LDZ24_RS24430	Rieske 2Fe-2S domain-containing protein	WP_248323763.1	2 iron, 2 sulfur cluster binding|0051537||IEA				-	rieske 2fe-2s	ko:K00479	-	ko00000	-	-	Rieske,Ring_hydroxyl_A
LDZ24_RS24435	LysR family transcriptional regulator	WP_248323764.1					-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS24450	LysR family transcriptional regulator	WP_248323767.1					-	regulatory protein LysR	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS24455	EthD family reductase	WP_248323768.1	oxidoreductase activity|0016491||IEA				-	-	-	-	-	-	-	-
LDZ24_RS24460	acyl-CoA dehydrogenase family protein	WP_248323769.1	oxidoreductase activity, acting on the CH-CH group of donors|0016627||IEA				-	Acyl-CoA dehydrogenase type 2 domain	ko:K20942,ko:K22027	-	ko00000,ko00001,ko01000	-	-	Acyl-CoA_dh_2,Acyl-CoA_dh_N
LDZ24_RS24480	muconolactone Delta-isomerase	WP_248323771.1	muconolactone delta-isomerase activity|0016159||IEA	beta-ketoadipate pathway|0042952||IEA		catC	-	Belongs to the muconolactone Delta-isomerase family	ko:K03464	M00568	ko00000,ko00001,ko00002,ko01000	-	-	MIase
LDZ24_RS24485	catechol 1,2-dioxygenase	WP_248323772.1	catechol 1,2-dioxygenase activity|0018576||IEA	catechol catabolic process, ortho-cleavage|0019615||IEA		catA	-	catechol 1,2-dioxygenase	ko:K03381	M00568	ko00000,ko00001,ko00002,ko01000	-	-	Dioxygenase_C,Dioxygenase_N
LDZ24_RS24495	4Fe-4S dicluster domain-containing protein	WP_248323774.1					-	4Fe-4S dicluster domain	-	-	-	-	-	Fer4_11
LDZ24_RS24505	OmpW family protein	WP_248323776.1					-	PFAM OmpW family protein	ko:K07275	-	ko00000	-	-	OmpW
LDZ24_RS24515	fumarylacetoacetate hydrolase family protein	WP_248323778.1	catalytic activity|0003824||IEA				-	fumarylacetoacetate (FAA) hydrolase	-	-	-	-	-	DUF2437,FAA_hydrolase
LDZ24_RS24520	VOC family protein	WP_248323779.1					-	glyoxalase bleomycin resistance protein dioxygenase	-	-	-	-	-	Glyoxalase
LDZ24_RS24525	TetR/AcrR family transcriptional regulator	WP_248324226.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	regulatory protein TetR	-	-	-	-	-	TetR_N
LDZ24_RS24530	TetR/AcrR family transcriptional regulator	WP_248323780.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA			-	AefR-like transcriptional repressor, C-terminal region	ko:K18301	M00642	ko00000,ko00002,ko01504,ko03000	-	-	TetR_C_7,TetR_N
LDZ24_RS24535	efflux transporter outer membrane subunit	WP_248323781.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	Outer membrane efflux protein	-	-	-	-	-	OEP
LDZ24_RS24555	DUF4148 domain-containing protein	WP_248324507.1					-	-	-	-	-	-	-	-
LDZ24_RS24565	hypothetical protein	WP_248324508.1					-	-	-	-	-	-	-	-
LDZ24_RS24570	hypothetical protein	WP_248324509.1					-	-	-	-	-	-	-	-
LDZ24_RS24585	cytochrome P450/oxidoreductase	WP_248324512.1					-	Belongs to the cytochrome P450 family	-	-	-	-	-	FAD_binding_6,Fer2,NAD_binding_1,p450
LDZ24_RS24590	dienelactone hydrolase family protein	WP_248324513.1	hydrolase activity|0016787||IEA				-	Carboxymethylenebutenolidase	ko:K01061	-	ko00000,ko00001,ko01000	-	-	DLH,SnoaL
LDZ24_RS24605	phage integrase family protein	WP_248324516.1					-	Belongs to the 'phage' integrase family	-	-	-	-	-	DUF3701,Phage_integrase
LDZ24_RS24610	ParA family protein	WP_248324517.1	ATP binding|0005524||IEA				-	Cobyrinic acid ac-diamide synthase	ko:K03496	-	ko00000,ko03036,ko04812	-	-	AAA_31
LDZ24_RS24615	ParB/RepB/Spo0J family partition protein	WP_248324518.1					-	Belongs to the ParB family	ko:K03497	-	ko00000,ko03000,ko03036,ko04812	-	-	ParBc
LDZ24_RS24620	replication protein O	WP_371747505.1					-	Replication protein	-	-	-	-	-	-
LDZ24_RS24630	hypothetical protein	WP_248324521.1					-	-	-	-	-	-	-	-
LDZ24_RS24640	hypothetical protein	WP_248324523.1					-	-	-	-	-	-	-	-
LDZ24_RS24645	SDR family oxidoreductase	WP_248324524.1	oxidoreductase activity|0016491||IEA				-	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	adh_short
LDZ24_RS24650	hypothetical protein	WP_175945753.1					-	-	-	-	-	-	-	-
LDZ24_RS24655	lipoate--protein ligase family protein	WP_248324525.1					-	lipoate-protein ligase A	-	-	-	-	-	BPL_LplA_LipB
LDZ24_RS24660	hypothetical protein	WP_248324526.1					-	-	-	-	-	-	-	-
LDZ24_RS24665	glycine zipper family protein	WP_248324527.1					-	Glycine-zipper domain	-	-	-	-	-	Gly-zipper_OmpA,Gly-zipper_YMGG
LDZ24_RS24670	hypothetical protein	WP_248324528.1					-	-	-	-	-	-	-	-
LDZ24_RS24700	glutathione S-transferase family protein	WP_248324531.1	protein binding|0005515||IEA	glutathione metabolic process|0006749||IEA			-	Glutathione S-transferase	-	-	-	-	-	GST_C,GST_C_3,GST_N,GST_N_3
LDZ24_RS24705	hypothetical protein	WP_248324532.1					-	-	-	-	-	-	-	-
LDZ24_RS24710	cytochrome c	WP_248324768.1					-	Pfam cytochrome c	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
LDZ24_RS24715	sorbosone dehydrogenase family protein	WP_248324533.1					-	sorbosone dehydrogenase	-	-	-	-	-	GSDH,SGL
LDZ24_RS24720	hypothetical protein	WP_248324534.1					-	-	-	-	-	-	-	-
LDZ24_RS24725	polysaccharide pyruvyl transferase family protein	WP_248324535.1					-	Polysaccharide pyruvyl transferase	-	-	-	-	-	PS_pyruv_trans
LDZ24_RS24730	SET domain-containing protein	WP_175945733.1	S-adenosyl-L-methionine binding|1904047||IEA				-	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	ko:K07117	-	ko00000	-	-	SET
LDZ24_RS24735	cupin domain-containing protein	WP_248324536.1					-	Cupin domain	-	-	-	-	-	Cupin_2
LDZ24_RS28210	DUF6723 family protein	WP_371747506.1					-	-	-	-	-	-	-	-
LDZ24_RS24745	hypothetical protein	WP_248324537.1					-	-	-	-	-	-	-	-
LDZ24_RS24750	hypothetical protein	WP_175945727.1					-	-	-	-	-	-	-	-
