locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
LDZ24_RS22505	ABC transporter permease	WP_248323440.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
LDZ24_RS22510	ABC transporter permease	WP_175943370.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
LDZ24_RS22515	sugar ABC transporter ATP-binding protein	WP_248323441.1	ABC-type transporter activity|0140359||IEA				-	Abc transporter	ko:K10441	M00212	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	ABC_tran
LDZ24_RS22520	substrate-binding domain-containing protein	WP_206470401.1					-	Periplasmic binding protein domain	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS22575	ABC transporter substrate-binding protein	WP_248323452.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM extracellular solute-binding protein family 1	ko:K02055	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	SBP_bac_6,SBP_bac_8
LDZ24_RS22585	ABC transporter permease	WP_248323453.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02054	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
LDZ24_RS22590	ABC transporter permease	WP_248323454.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K02053	M00193	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	BPD_transp_1
LDZ24_RS22705	ABC transporter permease	WP_248323474.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K02057	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	BPD_transp_2
LDZ24_RS22715	sugar ABC transporter substrate-binding protein	WP_248323476.1					-	Periplasmic binding proteins and sugar binding domain of LacI family	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS22810	choline ABC transporter substrate-binding protein	WP_248323493.1					-	PFAM Substrate-binding region of ABC-type glycine betaine transport system	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
LDZ24_RS22820	porin	WP_248323495.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	ko:K08720	-	ko00000,ko00001,ko02000	1.B.1.2.1	-	Porin_4
LDZ24_RS22825	choline ABC transporter substrate-binding protein	WP_248323496.1					-	PFAM Substrate-binding region of ABC-type glycine betaine transport system	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
LDZ24_RS22855	choline ABC transporter substrate-binding protein	WP_371747470.1					-	choline ABC transporter, periplasmic binding	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
LDZ24_RS22940	cytochrome c oxidase subunit I	WP_248323515.1	cytochrome-c oxidase activity|0004129||IEA	electron transport coupled proton transport|0015990||IEA		ctaD	-	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	ko:K02274,ko:K02298,ko:K15408	M00155,M00417	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.3,3.D.4.4,3.D.4.5,3.D.4.6	-	COX1,COX3
LDZ24_RS22945	cytochrome c oxidase subunit II	WP_248323516.1	cytochrome-c oxidase activity|0004129||IEA		membrane|0016020||IEA	coxB	-	cytochrome c oxidase subunit II	ko:K02275	M00155	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.4,3.D.4.6	-	COX2,Cytochrom_C
LDZ24_RS22975	ABC transporter permease	WP_248323521.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
LDZ24_RS22980	ABC transporter permease	WP_248323522.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K10440	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	BPD_transp_2
LDZ24_RS23015	sugar ABC transporter substrate-binding protein	WP_248323529.1					-	Periplasmic binding protein domain	ko:K02058	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	Peripla_BP_4
LDZ24_RS23020	ABC transporter permease	WP_248323530.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K02057	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	BPD_transp_2
LDZ24_RS23025	ATP-binding cassette domain-containing protein	WP_248323531.1	ATP binding|0005524||IEA				-	abc transporter	ko:K02056	M00221	ko00000,ko00002,ko01000,ko02000	3.A.1.2	-	ABC_tran
LDZ24_RS23220	bacteriohopanetetrol glucosamine biosynthesis glycosyltransferase HpnI	WP_248323567.1	glycosyltransferase activity|0016757||IEA			hpnI	-	Pfam Glycosyl transferase family 2	ko:K00720	M00066	ko00000,ko00001,ko00002,ko01000,ko01003,ko02000	4.D.1.4	GT21	Glyco_transf_21
LDZ24_RS23245	MFS transporter	WP_248323572.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator transporter	ko:K08194	-	ko00000,ko02000	2.A.1.14.7	-	MFS_1
LDZ24_RS23420	EAL domain-containing protein	WP_248323601.1					-	domain protein	ko:K03320	-	ko00000,ko02000	1.A.11	-	DUF2222,EAL,GGDEF,HAMP,PAS,PAS_3,PAS_4,PAS_9
LDZ24_RS23485	MgtC/SapB family protein	WP_248323611.1			plasma membrane|0005886||IEA		-	MgtC family	ko:K07507	-	ko00000,ko02000	9.B.20	-	MgtC
LDZ24_RS23595	cytochrome c oxidase subunit II	WP_248323627.1	cytochrome-c oxidase activity|0004129||IEA		membrane|0016020||IEA	coxB	-	cytochrome c oxidase subunit II	ko:K02275	M00155	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.4,3.D.4.6	-	COX2,Cytochrom_C
LDZ24_RS23635	CidA/LrgA family protein	WP_248323634.1					-	PFAM LrgA family protein	ko:K06518	-	ko00000,ko02000	1.E.14.2	-	LrgA
LDZ24_RS23770	DMT family transporter	WP_248323655.1	transporter activity|0005215||IEA	transmembrane transport|0055085||IEA	plasma membrane|0005886||IEA		-	Putative inner membrane exporter, YdcZ	ko:K09936	-	ko00000,ko00001,ko02000	2.A.7.21	-	DMT_YdcZ,Ycf66_N
LDZ24_RS23880	sodium:alanine symporter family protein	WP_248323674.1	symporter activity|0015293||IEA	amino acid transport|0006865||IEA	membrane|0016020||IEA		-	Amino acid carrier	ko:K03310	-	ko00000	2.A.25	-	Na_Ala_symp
LDZ24_RS24010	ABC transporter substrate-binding protein	WP_248323697.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	NMT1-like family	ko:K02051	M00188	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	NMT1_2
LDZ24_RS24035	sugar efflux transporter	WP_248323702.1					-	PFAM major facilitator superfamily MFS_1	ko:K03291	-	ko00000,ko02000	2.A.1.20	-	MFS_1
LDZ24_RS24065	ABC transporter substrate-binding protein	WP_175943916.1					-	PFAM periplasmic binding protein LacI transcriptional regulator	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS24205	SulP family inorganic anion transporter	WP_248323725.1	inorganic anion transmembrane transporter activity|0015103||IEA		membrane|0016020||IEA		-	Sulfate permease family	ko:K03321	-	ko00000,ko02000	2.A.53.3	-	STAS,STAS_2,Sulfate_transp
LDZ24_RS24225	copper resistance protein CopC	WP_248323728.1					-	PFAM copper resistance protein CopC	ko:K07156	-	ko00000,ko02000	9.B.62.2	-	CopC
LDZ24_RS24240	TonB-dependent siderophore receptor	WP_248324222.1					-	TonB-dependent receptor	ko:K02014	-	ko00000,ko02000	1.B.14	-	Plug,TonB_dep_Rec
LDZ24_RS24355	phosphoenolpyruvate--protein phosphotransferase	WP_248323749.1	phosphoenolpyruvate-protein phosphotransferase activity|0008965||IEA	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA		ptsP	-	Belongs to the PEP-utilizing enzyme family	ko:K02768,ko:K08483,ko:K11183,ko:K11189	M00273	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1,8.A.7	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C,PTS-HPr,PTS_EIIA_1
LDZ24_RS24470	porin	WP_248323770.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	ko:K03285	-	ko00000	1.B.1	-	Porin_4
LDZ24_RS24500	molybdopterin-dependent oxidoreductase	WP_248323775.1	oxidoreductase activity|0016491||IEA				-	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	ko:K07812	-	ko00000,ko01000,ko02000	5.A.3.4	-	Molybdopterin,Molydop_binding
LDZ24_RS24690	molybdate ABC transporter substrate-binding protein	WP_248324764.1	molybdate ion binding|0030973||IEA	molybdate ion transport|0015689||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	modA	-	ABC transporter, periplasmic molybdate-binding protein	ko:K02020	M00189	ko00000,ko00001,ko00002,ko02000	3.A.1.8	-	SBP_bac_11
LDZ24_RS24825	FtsX-like permease family protein	WP_248324547.1			membrane|0016020||IEA		-	FtsX-like permease family	ko:K02004	M00258	ko00000,ko00002,ko02000	3.A.1	-	FtsX,MacB_PCD
LDZ24_RS25145	urea transporter	WP_248324605.1	urea transmembrane transporter activity|0015204||IEA	urea transmembrane transport|0071918||IEA	membrane|0016020||IEA		-	Urea transporter	ko:K08717	-	ko00000,ko02000	1.A.28.2	-	UT
LDZ24_RS25245	ABC transporter substrate-binding protein	WP_248324620.1					-	Receptor family ligand binding region	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
LDZ24_RS25250	branched-chain amino acid ABC transporter permease	WP_248324621.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex|0043190||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
LDZ24_RS25255	branched-chain amino acid ABC transporter permease	WP_248324622.1					-	Belongs to the binding-protein-dependent transport system permease family	ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
LDZ24_RS25260	ATP-binding cassette domain-containing protein	WP_248324623.1	ATP binding|0005524||IEA				-	ATPases associated with a variety of cellular activities	ko:K01995,ko:K01996	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	ABC_tran,BCA_ABC_TP_C
LDZ24_RS25280	DMT family transporter	WP_248324626.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	EamA-like transporter family	ko:K15270	-	ko00000,ko02000	2.A.7.3.7	-	EamA
LDZ24_RS25425	sugar ABC transporter substrate-binding protein	WP_206470805.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	Bacterial extracellular solute-binding protein	ko:K02027	M00207	ko00000,ko00002,ko02000	3.A.1.1	-	SBP_bac_1,SBP_bac_8
LDZ24_RS25435	carbohydrate ABC transporter permease	WP_248324652.1		transmembrane transport|0055085||IEA			-	Binding-protein-dependent transport system inner membrane component	ko:K02026,ko:K17323	M00207,M00607	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.35	-	BPD_transp_1
LDZ24_RS25685	autotransporter outer membrane beta-barrel domain-containing protein	WP_248324694.1			outer membrane|0019867||IEA		-	Autotransporter beta-domain	ko:K12678	-	ko00000,ko02000,ko02044	1.B.12.1.1,1.B.12.1.3	-	Autotransporter,PATR,Pertactin
LDZ24_RS25760	MFS transporter	WP_248324706.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	transporter	ko:K08369	-	ko00000,ko02000	2.A.1	-	Sugar_tr
LDZ24_RS26305	TrkA C-terminal domain-containing protein	WP_248324299.1	monoatomic cation transmembrane transporter activity|0008324||IEA	potassium ion transport|0006813||IEA			-	YidE YbjL duplication	ko:K07085	-	ko00000	2.A.81	-	Asp-Al_Ex,TrkA_C
LDZ24_RS26320	amino acid ABC transporter substrate-binding protein	WP_248324301.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA		-	Bacterial extracellular solute-binding proteins, family 3	ko:K02030,ko:K09969,ko:K10001	M00230,M00232,M00236	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.18,3.A.1.3.19,3.A.1.3.4,3.A.1.3.7,3.A.1.3.8	-	SBP_bac_3
LDZ24_RS26375	ABC transporter permease	WP_371747498.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K02057	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	BPD_transp_2
LDZ24_RS26385	autoinducer 2 ABC transporter substrate-binding protein	WP_175945355.1					-	PFAM periplasmic binding protein LacI transcriptional regulator	ko:K02058	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	Peripla_BP_4
LDZ24_RS26440	ABC transporter substrate-binding protein	WP_248324321.1					-	Bacterial extracellular solute-binding proteins, family 5 Middle	ko:K02035	M00239	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	SBP_bac_5
LDZ24_RS26500	MFS transporter	WP_248324333.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Uncharacterised MFS-type transporter YbfB	ko:K08369	-	ko00000,ko02000	2.A.1	-	MFS_1,MFS_4,Sugar_tr
LDZ24_RS26560	TonB-dependent receptor	WP_248324343.1			membrane|0016020||IEA		-	TonB-dependent receptor	ko:K02014	-	ko00000,ko02000	1.B.14	-	Plug,TonB_dep_Rec
LDZ24_RS26570	ABC transporter permease	WP_248324345.1					-	MacB-like periplasmic core domain	ko:K02004	M00258	ko00000,ko00002,ko02000	3.A.1	-	FtsX,MacB_PCD
LDZ24_RS26575	ABC transporter permease	WP_248324346.1					-	MacB-like periplasmic core domain	ko:K02004	M00258	ko00000,ko00002,ko02000	3.A.1	-	FtsX,MacB_PCD
LDZ24_RS26695	MFS transporter	WP_248324367.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major facilitator superfamily MFS_1	ko:K08191	-	ko00000,ko02000	2.A.1.14.2	-	MFS_1
LDZ24_RS27110	sugar ABC transporter	WP_350029446.1					-	Capsule polysaccharide export protein	ko:K10107	M00249	ko00000,ko00001,ko00002,ko02000	3.A.1.101	-	-
LDZ24_RS27115	ATPase	WP_371747503.1					-	teichoic acid transport	ko:K09689	M00249	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.101	-	ABC_tran
LDZ24_RS27125	polysaccharide biosynthesis/export family protein	WP_248324433.1	polysaccharide transmembrane transporter activity|0015159||IEA	polysaccharide transport|0015774||IEA	membrane|0016020||IEA		-	protein involved in polysaccharide export	ko:K01991	-	ko00000,ko00001,ko02000	1.B.18	-	Poly_export,SLBB
LDZ24_RS27145	substrate-binding domain-containing protein	WP_248324436.1					-	Bacterial extracellular solute-binding protein	ko:K02020	M00189	ko00000,ko00001,ko00002,ko02000	3.A.1.8	-	SBP_bac_11
LDZ24_RS27210	MipA/OmpV family protein	WP_248324446.1	protein-macromolecule adaptor activity|0030674||IEA	peptidoglycan biosynthetic process|0009252||IEA	cell outer membrane|0009279||IEA		-	MltA-interacting MipA family protein	ko:K07274	-	ko00000,ko02000	9.B.99.1	-	MipA
LDZ24_RS27215	multidrug effflux MFS transporter	WP_248324447.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	PFAM major facilitator superfamily MFS_1	ko:K08154	-	ko00000,ko02000	2.A.1.2.9	-	MFS_1
LDZ24_RS27220	bile acid:sodium symporter family protein	WP_175945907.1	symporter activity|0015293||IEA				-	Bile acid sodium symporter	ko:K03453	-	ko00000	2.A.28	-	SBF
LDZ24_RS27235	HlyD family secretion protein	WP_248324449.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	PFAM secretion protein HlyD family protein	ko:K03543	M00701	ko00000,ko00002,ko02000	8.A.1.1	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
LDZ24_RS27240	MDR family MFS transporter	WP_248324450.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Belongs to the major facilitator superfamily	ko:K03446	M00701	ko00000,ko00002,ko02000	2.A.1.3	-	MFS_1
LDZ24_RS27270	ABC transporter permease	WP_248324455.1	transmembrane transporter activity|0022857||IEA				-	PFAM binding-protein-dependent transport systems inner membrane component	ko:K15554	M00436	ko00000,ko00001,ko00002,ko02000	3.A.1.17.2	-	BPD_transp_1
LDZ24_RS27280	ABC transporter substrate-binding protein	WP_248324457.1					-	NMT1/THI5 like	ko:K15553	M00436	ko00000,ko00001,ko00002,ko02000	3.A.1.17.2	-	NMT1
LDZ24_RS27345	glutathione S-transferase family protein	WP_248324468.1	protein binding|0005515||IEA	glutathione metabolic process|0006749||IEA			-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C,GST_C_2,GST_N_3
LDZ24_RS27385	MarC family protein	WP_248324475.1					-	UPF0056 inner membrane protein	ko:K05595	-	ko00000,ko02000	2.A.95.1	-	MarC
LDZ24_RS27530	DHA2 family efflux MFS transporter permease subunit	WP_175945797.1	transmembrane transporter activity|0022857||IEA	xenobiotic transmembrane transport|0006855||IEA	membrane|0016020||IEA		-	Major facilitator superfamily	ko:K03446,ko:K18926	M00701,M00715	ko00000,ko00002,ko02000	2.A.1.3,2.A.1.3.30	-	MFS_1
LDZ24_RS27535	HlyD family secretion protein	WP_248324499.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	PFAM secretion protein HlyD family protein	ko:K03543	M00701	ko00000,ko00002,ko02000	8.A.1.1	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
LDZ24_RS27550	substrate-binding domain-containing protein	WP_248324502.1					-	PFAM periplasmic binding protein LacI transcriptional regulator	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
LDZ24_RS27575	ABC transporter substrate-binding protein	WP_248324821.1					-	abc transporter	ko:K10439,ko:K17213	M00212,M00593	ko00000,ko00001,ko00002,ko02000	3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
