#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_CP084252.1_cds_LDZ24_RS21195_4169,391038.Bphy_7677,5.74e-57,182.0,"COG3293@1|root,COG3293@2|Bacteria,1REUV@1224|Proteobacteria,2VREC@28216|Betaproteobacteria,1K4ME@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Elements of external origin,-,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_1,DUF4096"
lcl|NZ_CP084252.1_cds_WP_248324072.1_4170,1169143.KB911038_gene6141,5.38e-09,57.0,"COG1881@1|root,COG1881@2|Bacteria,1N7JI@1224|Proteobacteria,2W2HZ@28216|Betaproteobacteria,1K75V@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Polyketide cyclase / dehydrase and lipid transport,-,-,-,-,-,-,-,-,-,-,-,-,Polyketide_cyc2
lcl|NZ_CP084252.1_cds_WP_248320381.1_4172,391038.Bphy_4919,0.0,926.0,"COG3316@1|root,COG3316@2|Bacteria,1RHKZ@1224|Proteobacteria,2WGG1@28216|Betaproteobacteria,1K2RM@119060|Burkholderiaceae",28216|Betaproteobacteria,L,transposase,-,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66"
lcl|NZ_CP084252.1_cds_WP_045463971.1_4173,1458357.BG58_04865,3.35e-81,240.0,"COG3436@1|root,COG3436@2|Bacteria,1MZFT@1224|Proteobacteria,2VTME@28216|Betaproteobacteria,1K8AQ@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Evidence 2b Function of strongly homologous gene,-,-,-,-,-,-,-,-,-,-,-,-,TnpB_IS66
lcl|NZ_CP084252.1_cds_WP_248320380.1_4174,1458357.BG58_04870,8.34e-110,317.0,"COG2963@1|root,COG2963@2|Bacteria,1N701@1224|Proteobacteria,2VW15@28216|Betaproteobacteria,1K8FM@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Transposase,-,-,-,-,-,-,-,-,-,-,-,-,HTH_Tnp_1
lcl|NZ_CP084252.1_cds_LDZ24_RS21225_4175,1458357.BG58_07760,2.59e-40,137.0,"COG4372@1|root,COG4372@2|Bacteria,1MUCX@1224|Proteobacteria,2WGN9@28216|Betaproteobacteria,1K1R2@119060|Burkholderiaceae",28216|Betaproteobacteria,S,transposase IS66,-,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66"
lcl|NZ_CP084252.1_cds_WP_248324074.1_4176,1097668.BYI23_E000010,1.54e-80,239.0,"COG3436@1|root,COG3436@2|Bacteria,1RHJ1@1224|Proteobacteria,2VTHQ@28216|Betaproteobacteria,1K7MF@119060|Burkholderiaceae",28216|Betaproteobacteria,L,IS66 Orf2 like protein,-,-,-,-,-,-,-,-,-,-,-,-,TnpB_IS66
lcl|NZ_CP084252.1_cds_WP_248324075.1_4177,1458357.BG58_07770,1.97e-79,236.0,"COG2963@1|root,COG2963@2|Bacteria,1N7SX@1224|Proteobacteria,2VVQR@28216|Betaproteobacteria,1K8NW@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Helix-turn-helix domain of transposase family ISL3,-,-,-,ko:K07483,-,-,-,-,ko00000,-,-,-,"HTH_Tnp_1,HTH_Tnp_ISL3"
lcl|NZ_CP084252.1_cds_WP_248324076.1_4178,1071679.BG57_08110,6.34e-90,266.0,"COG3431@1|root,COG3431@2|Bacteria,1PP4W@1224|Proteobacteria,2VIB7@28216|Betaproteobacteria,1K42P@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Phosphate-starvation-inducible E,-,-,-,-,-,-,-,-,-,-,-,-,PsiE
lcl|NZ_CP084252.1_cds_WP_371747484.1_4179,1071679.BG57_02395,9.17e-117,336.0,"COG0693@1|root,COG0693@2|Bacteria,1MY0C@1224|Proteobacteria,2VRIW@28216|Betaproteobacteria,1K5NR@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"TIGRFAM intracellular protease, PfpI family",-,-,3.5.1.124,ko:K05520,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,DJ-1_PfpI
lcl|NZ_CP084252.1_cds_WP_248324077.1_4180,1071679.BG57_02410,1.16e-285,780.0,"COG1063@1|root,COG1063@2|Bacteria,1MW6Y@1224|Proteobacteria,2VS2H@28216|Betaproteobacteria,1K5UX@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Zinc-binding dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"ADH_N,ADH_N_assoc,ADH_zinc_N"
lcl|NZ_CP084252.1_cds_WP_248324078.1_4181,1071679.BG57_09335,7.56e-205,572.0,"COG0438@1|root,COG0438@2|Bacteria,1MWSZ@1224|Proteobacteria,2VMD3@28216|Betaproteobacteria,1K2TB@119060|Burkholderiaceae",28216|Betaproteobacteria,M,PFAM glycosyl transferase group 1,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1"
lcl|NZ_CP084252.1_cds_WP_248324243.1_4182,1229205.BUPH_01028,2.9e-239,665.0,"COG1914@1|root,COG1914@2|Bacteria,1MW6X@1224|Proteobacteria,2VK6I@28216|Betaproteobacteria,1JZZH@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Natural resistance-associated macrophage protein,-,-,-,-,-,-,-,-,-,-,-,-,Nramp
lcl|NZ_CP084252.1_cds_WP_248324079.1_4183,1458357.BG58_22670,1.63e-08,57.4,"2AG54@1|root,3169U@2|Bacteria,1PX4V@1224|Proteobacteria,2WCMX@28216|Betaproteobacteria,1K856@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324244.1_4184,1071679.BG57_32340,5.38e-288,786.0,"COG1063@1|root,COG1063@2|Bacteria,1MW6Y@1224|Proteobacteria,2VJY0@28216|Betaproteobacteria,1KGVR@119060|Burkholderiaceae",28216|Betaproteobacteria,E,alcohol dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"ADH_N,ADH_N_assoc,ADH_zinc_N"
lcl|NZ_CP084252.1_cds_WP_248324080.1_4185,1071679.BG57_32335,7.57e-135,382.0,"296MG@1|root,2ZTWR@2|Bacteria,1RJTE@1224|Proteobacteria,2VTS8@28216|Betaproteobacteria",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324081.1_4186,1458357.BG58_40430,0.0,1561.0,"COG0542@1|root,COG0542@2|Bacteria,1MXJT@1224|Proteobacteria,2VNEH@28216|Betaproteobacteria,1K1DM@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Belongs to the ClpA ClpB family,-,-,-,ko:K03696,"ko01100,map01100",-,-,-,"ko00000,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
lcl|NZ_CP084252.1_cds_WP_248320381.1_4187,391038.Bphy_4919,0.0,926.0,"COG3316@1|root,COG3316@2|Bacteria,1RHKZ@1224|Proteobacteria,2WGG1@28216|Betaproteobacteria,1K2RM@119060|Burkholderiaceae",28216|Betaproteobacteria,L,transposase,-,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66"
lcl|NZ_CP084252.1_cds_WP_045463971.1_4188,1458357.BG58_04865,3.35e-81,240.0,"COG3436@1|root,COG3436@2|Bacteria,1MZFT@1224|Proteobacteria,2VTME@28216|Betaproteobacteria,1K8AQ@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Evidence 2b Function of strongly homologous gene,-,-,-,-,-,-,-,-,-,-,-,-,TnpB_IS66
lcl|NZ_CP084252.1_cds_WP_248320380.1_4189,1458357.BG58_04870,8.34e-110,317.0,"COG2963@1|root,COG2963@2|Bacteria,1N701@1224|Proteobacteria,2VW15@28216|Betaproteobacteria,1K8FM@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Transposase,-,-,-,-,-,-,-,-,-,-,-,-,HTH_Tnp_1
lcl|NZ_CP084252.1_cds_WP_248324082.1_4190,1458357.BG58_08550,2.94e-156,438.0,"COG0625@1|root,COG0625@2|Bacteria,1NF66@1224|Proteobacteria,2VH33@28216|Betaproteobacteria,1K28U@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Glutathione S-transferase,-,-,2.5.1.18,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,"GST_C_2,GST_N_2,GST_N_3"
lcl|NZ_CP084252.1_cds_WP_248324245.1_4191,1458357.BG58_08545,4.63e-298,817.0,"COG4553@1|root,COG4553@2|Bacteria,1MVUH@1224|Proteobacteria,2VJII@28216|Betaproteobacteria,1JZN2@119060|Burkholderiaceae",28216|Betaproteobacteria,I,depolymerase,phaZ2,-,3.1.1.75,ko:K05973,"ko00650,map00650",-,R05118,-,"ko00000,ko00001,ko01000",-,-,-,PHB_depo_C
lcl|NZ_CP084252.1_cds_WP_171800337.1_4193,640512.BC1003_0705,2.05e-98,286.0,"COG0454@1|root,COG0456@2|Bacteria,1N506@1224|Proteobacteria,2VUQX@28216|Betaproteobacteria,1K8R1@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Acetyltransferase (GNAT) family,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1
lcl|NZ_CP084252.1_cds_WP_248324084.1_4194,640512.BC1003_0706,1.69e-136,387.0,"COG1182@1|root,COG1182@2|Bacteria,1RJDR@1224|Proteobacteria,2VSWT@28216|Betaproteobacteria,1KHY7@119060|Burkholderiaceae",28216|Betaproteobacteria,C,"Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity",-,-,-,ko:K01118,-,-,-,-,"ko00000,ko01000",-,-,-,Flavodoxin_2
lcl|NZ_CP084252.1_cds_WP_248324085.1_4195,640512.BC1003_0707,0.0,911.0,"COG1167@1|root,COG1167@2|Bacteria,1MVGT@1224|Proteobacteria,2VHEY@28216|Betaproteobacteria,1K1DG@119060|Burkholderiaceae",28216|Betaproteobacteria,K,aminotransferase class I and II,-,-,-,ko:K00375,-,-,-,-,"ko00000,ko03000",-,-,-,"Aminotran_1_2,GntR"
lcl|NZ_CP084252.1_cds_WP_248324086.1_4196,640512.BC1003_0708,8.96e-165,463.0,"COG0702@1|root,COG0702@2|Bacteria,1MYVU@1224|Proteobacteria,2VHXZ@28216|Betaproteobacteria,1K36U@119060|Burkholderiaceae",28216|Betaproteobacteria,GM,NmrA family,-,-,-,-,-,-,-,-,-,-,-,-,"NAD_binding_10,NmrA"
lcl|NZ_CP084252.1_cds_WP_248324087.1_4197,640512.BC1003_0709,2.17e-97,283.0,"COG2128@1|root,COG2128@2|Bacteria,1RAJ4@1224|Proteobacteria,2VRQC@28216|Betaproteobacteria,1KI5K@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,-,-,-,-,-,-,-,-,-,-,-,-,CMD
lcl|NZ_CP084252.1_cds_WP_248324088.1_4198,999541.bgla_1g20660,9.53e-69,215.0,"COG1309@1|root,COG1309@2|Bacteria,1PXIW@1224|Proteobacteria,2WCYD@28216|Betaproteobacteria,1K8RR@119060|Burkholderiaceae",28216|Betaproteobacteria,K,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
lcl|NZ_CP084252.1_cds_WP_248324089.1_4199,335659.S23_14500,9.89e-117,344.0,"COG0702@1|root,COG0702@2|Bacteria,1MW44@1224|Proteobacteria,2TRDF@28211|Alphaproteobacteria,3JXP9@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,GM,NmrA-like family,ytfG,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0016655,GO:0044424,GO:0044444,GO:0044464,GO:0055114",1.6.5.2,ko:K19267,"ko00130,ko01110,map00130,map01110",-,"R02964,R03643,R03816",RC00819,"ko00000,ko00001,ko01000",-,-,-,"NAD_binding_10,NmrA"
lcl|NZ_CP084252.1_cds_WP_248324091.1_4202,1071679.BG57_28600,3.19e-41,135.0,"COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,2VVTG@28216|Betaproteobacteria,1K9A4@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Cold shock protein,cspC,-,-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD
lcl|NZ_CP084252.1_cds_WP_063786808.1_4204,1071679.BG57_28610,1.92e-41,136.0,"2AGH9@1|root,316PU@2|Bacteria,1PXVB@1224|Proteobacteria,2WD6A@28216|Betaproteobacteria,1K9HH@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_371747485.1_4205,1071679.BG57_28615,6.79e-28,112.0,"COG0265@1|root,COG0265@2|Bacteria,1R40X@1224|Proteobacteria,2VMJD@28216|Betaproteobacteria,1K51P@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Trypsin-like peptidase domain,-,-,-,-,-,-,-,-,-,-,-,-,Trypsin_2
lcl|NZ_CP084252.1_cds_WP_248324093.1_4206,1071679.BG57_28625,5.44e-74,223.0,"2F3I5@1|root,33WBQ@2|Bacteria,1NW58@1224|Proteobacteria,2W2UT@28216|Betaproteobacteria,1KAEE@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_244818733.1_4207,1071679.BG57_28630,2.16e-43,141.0,"2ANEA@1|root,31DCX@2|Bacteria,1QAJ7@1224|Proteobacteria,2WDFC@28216|Betaproteobacteria,1KA75@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324094.1_4208,1071679.BG57_28635,2.88e-47,151.0,"2AGI4@1|root,316QR@2|Bacteria,1PXWQ@1224|Proteobacteria,2WD7I@28216|Betaproteobacteria,1K9M2@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324095.1_4209,1071679.BG57_28640,1.35e-195,541.0,"COG1305@1|root,COG1305@2|Bacteria,1MWAI@1224|Proteobacteria,2VIWG@28216|Betaproteobacteria,1K5H2@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Transglutaminase/protease-like homologues,-,-,-,-,-,-,-,-,-,-,-,-,Transglut_core
lcl|NZ_CP084252.1_cds_WP_248324096.1_4210,640512.BC1003_0699,4.14e-138,391.0,"COG0582@1|root,COG0582@2|Bacteria,1P1R9@1224|Proteobacteria,2VJ48@28216|Betaproteobacteria,1K2BH@119060|Burkholderiaceae",28216|Betaproteobacteria,L,PFAM integrase family protein,-,-,-,-,-,-,-,-,-,-,-,-,Phage_integrase
lcl|NZ_CP084252.1_cds_WP_248324097.1_4211,948106.AWZT01000075_gene4896,0.0,927.0,"COG0457@1|root,COG3710@1|root,COG5616@1|root,COG0457@2|Bacteria,COG3710@2|Bacteria,COG5616@2|Bacteria,1MUMZ@1224|Proteobacteria,2VHBT@28216|Betaproteobacteria,1K4NQ@119060|Burkholderiaceae",28216|Betaproteobacteria,K,"Transcriptional regulatory protein, C terminal",-,-,-,-,-,-,-,-,-,-,-,-,"TPR_19,TPR_8,Trans_reg_C"
lcl|NZ_CP084252.1_cds_WP_248324098.1_4212,1097668.BYI23_B001190,1.15e-179,527.0,"COG0457@1|root,COG0477@1|root,COG0457@2|Bacteria,COG0477@2|Bacteria,1MUMZ@1224|Proteobacteria,2VHBT@28216|Betaproteobacteria,1K4NQ@119060|Burkholderiaceae",28216|Betaproteobacteria,K,"Transcriptional regulatory protein, C terminal",-,-,-,-,-,-,-,-,-,-,-,-,"TPR_19,TPR_8,Trans_reg_C"
lcl|NZ_CP084252.1_cds_WP_248324099.1_4213,1097668.BYI23_B001200,2.67e-122,350.0,"2A7SQ@1|root,30WRR@2|Bacteria,1PIG4@1224|Proteobacteria,2W72U@28216|Betaproteobacteria,1K7JJ@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_LDZ24_RS21420_4214,1071679.BG57_31095,9.05e-44,153.0,"COG2271@1|root,COG2271@2|Bacteria,1MUEK@1224|Proteobacteria,2VHF2@28216|Betaproteobacteria,1K0JD@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM major facilitator superfamily MFS_1,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lcl|NZ_CP084252.1_cds_WP_248324100.1_4215,1038869.AXAN01000098_gene2131,1.09e-69,213.0,"COG0582@1|root,COG0582@2|Bacteria,1MWGG@1224|Proteobacteria,2VN1B@28216|Betaproteobacteria,1K6KH@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Belongs to the 'phage' integrase family,-,-,-,-,-,-,-,-,-,-,-,-,Phage_integrase
lcl|NZ_CP084252.1_cds_WP_350029459.1_4217,1038869.AXAN01000098_gene2133,2.74e-102,318.0,"COG1061@1|root,COG4951@1|root,COG1061@2|Bacteria,COG4951@2|Bacteria,1QU9I@1224|Proteobacteria,2VHI0@28216|Betaproteobacteria,1K60P@119060|Burkholderiaceae",28216|Betaproteobacteria,L,"Type III restriction enzyme, res subunit",-,-,-,-,-,-,-,-,-,-,-,-,"Helicase_C,ResIII"
lcl|NZ_CP084252.1_cds_LDZ24_RS28180_4218,1038869.AXAN01000098_gene2133,6.54e-267,749.0,"COG1061@1|root,COG4951@1|root,COG1061@2|Bacteria,COG4951@2|Bacteria,1QU9I@1224|Proteobacteria,2VHI0@28216|Betaproteobacteria,1K60P@119060|Burkholderiaceae",28216|Betaproteobacteria,L,"Type III restriction enzyme, res subunit",-,-,-,-,-,-,-,-,-,-,-,-,"Helicase_C,ResIII"
lcl|NZ_CP084252.1_cds_WP_371747496.1_4219,1218075.BAYA01000037_gene6316,1.18e-99,311.0,"COG1061@1|root,COG4951@1|root,COG1061@2|Bacteria,COG4951@2|Bacteria,1QU9I@1224|Proteobacteria,2VHI0@28216|Betaproteobacteria,1K60P@119060|Burkholderiaceae",28216|Betaproteobacteria,L,"Type III restriction enzyme, res subunit",-,-,-,-,-,-,-,-,-,-,-,-,"Helicase_C,ResIII"
lcl|NZ_CP084252.1_cds_WP_248324102.1_4220,1218075.BAYA01000037_gene6315,2.6e-85,251.0,"COG1487@1|root,COG1487@2|Bacteria,1RHIX@1224|Proteobacteria,2VRES@28216|Betaproteobacteria",28216|Betaproteobacteria,S,Toxic component of a toxin-antitoxin (TA) module. An RNase,vapC,-,-,-,-,-,-,-,-,-,-,-,PIN
lcl|NZ_CP084252.1_cds_WP_248324103.1_4221,1218075.BAYA01000037_gene6314,2.72e-34,117.0,"COG5450@1|root,COG5450@2|Bacteria,1N76R@1224|Proteobacteria,2VWE3@28216|Betaproteobacteria",28216|Betaproteobacteria,K,"Bacterial antitoxin of type II TA system, VapB",-,-,-,-,-,-,-,-,-,-,-,-,VapB_antitoxin
lcl|NZ_CP084252.1_cds_WP_248324104.1_4222,388051.AUFE01000129_gene4949,5.23e-42,149.0,"COG1511@1|root,COG1511@2|Bacteria,1R4YV@1224|Proteobacteria,2WH37@28216|Betaproteobacteria,1K6R6@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Plasmid replication region DNA-binding N-term,-,-,-,-,-,-,-,-,-,-,-,-,KfrA_N
lcl|NZ_CP084252.1_cds_WP_248324105.1_4223,1038869.AXAN01000098_gene2135,3.47e-56,184.0,"COG1511@1|root,COG1511@2|Bacteria,1R4YV@1224|Proteobacteria,2WH37@28216|Betaproteobacteria,1K6R6@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Plasmid replication region DNA-binding N-term,-,-,-,-,-,-,-,-,-,-,-,-,KfrA_N
lcl|NZ_CP084252.1_cds_WP_248324106.1_4224,391038.Bphy_4783,2.49e-196,561.0,"COG0467@1|root,COG0467@2|Bacteria,1NM7E@1224|Proteobacteria,2VVDR@28216|Betaproteobacteria,1K2W6@119060|Burkholderiaceae",28216|Betaproteobacteria,T,KaiC,-,-,-,ko:K08482,-,-,-,-,ko00000,-,-,-,ATPase
lcl|NZ_CP084252.1_cds_WP_248324107.1_4225,1218075.BAYA01000005_gene2020,8.56e-35,123.0,"COG0784@1|root,COG0784@2|Bacteria,1RJ3B@1224|Proteobacteria",1224|Proteobacteria,T,cheY-homologous receiver domain,-,-,-,-,-,-,-,-,-,-,-,-,Response_reg
lcl|NZ_CP084252.1_cds_WP_248324108.1_4226,936455.KI421499_gene2091,1.03e-05,47.0,"2CEM5@1|root,2ZZRP@2|Bacteria,1N1A6@1224|Proteobacteria,2UE98@28211|Alphaproteobacteria,3K08B@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324110.1_4228,1268622.AVS7_01542,2.53e-16,74.3,"28WQS@1|root,2ZIQG@2|Bacteria,1P929@1224|Proteobacteria,2W657@28216|Betaproteobacteria",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324111.1_4229,640512.BC1003_0026,3.25e-31,113.0,"2DPZC@1|root,33431@2|Bacteria,1NBKH@1224|Proteobacteria,2VWCA@28216|Betaproteobacteria,1KG90@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"3' exoribonuclease, RNase T-like",-,-,-,-,-,-,-,-,-,-,-,-,DUF5051
lcl|NZ_CP084252.1_cds_LDZ24_RS28190_4230,667632.KB890217_gene4878,5.33e-32,113.0,"COG1708@1|root,COG1708@2|Bacteria,1N8XB@1224|Proteobacteria,2VX8B@28216|Betaproteobacteria,1K9DN@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Nucleotidyltransferase domain,-,-,-,-,-,-,-,-,-,-,-,-,NTP_transf_2
lcl|NZ_CP084252.1_cds_WP_248324116.1_4235,1071679.BG57_25890,0.0,1959.0,"COG0587@1|root,COG0587@2|Bacteria,1MUE4@1224|Proteobacteria,2VHCS@28216|Betaproteobacteria,1K1R9@119060|Burkholderiaceae",28216|Betaproteobacteria,L,DNA polymerase involved in damage-induced mutagenesis and translesion synthesis (TLS). It is not the major replicative DNA polymerase,dnaE2,-,2.7.7.7,ko:K14162,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon"
lcl|NZ_CP084252.1_cds_WP_248324117.1_4236,1071679.BG57_03370,5.52e-294,808.0,"COG0389@1|root,COG0389@2|Bacteria,1MU5X@1224|Proteobacteria,2VIKH@28216|Betaproteobacteria,1JZWF@119060|Burkholderiaceae",28216|Betaproteobacteria,L,DNA polymerase,-,-,-,ko:K14161,-,-,-,-,"ko00000,ko03400",-,-,-,IMS
lcl|NZ_CP084252.1_cds_WP_248324118.1_4237,1071679.BG57_03375,6.07e-146,414.0,"COG4544@1|root,COG4544@2|Bacteria,1RCPC@1224|Proteobacteria,2VQQ1@28216|Betaproteobacteria,1KI6Q@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1 1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division",-,-,-,ko:K14160,-,-,-,-,"ko00000,ko03400",-,-,-,-
lcl|NZ_CP084252.1_cds_WP_350029463.1_4238,1071679.BG57_03390,3.89e-68,207.0,"2AGAV@1|root,316GD@2|Bacteria,1PXJB@1224|Proteobacteria,2WCYS@28216|Betaproteobacteria,1K8ST@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324120.1_4239,1071679.BG57_03385,3.86e-214,593.0,"COG2135@1|root,COG2135@2|Bacteria,1NA2X@1224|Proteobacteria,2VJTK@28216|Betaproteobacteria,1K2QF@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Belongs to the SOS response-associated peptidase family,-,-,-,-,-,-,-,-,-,-,-,-,SRAP
lcl|NZ_CP084252.1_cds_WP_206466678.1_4240,1071679.BG57_03380,3.13e-46,148.0,"2ASXW@1|root,31IDE@2|Bacteria,1QG2Z@1224|Proteobacteria,2W8YK@28216|Betaproteobacteria,1K9NP@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324121.1_4241,391038.Bphy_4772,0.0,1077.0,"COG1793@1|root,COG3285@1|root,COG1793@2|Bacteria,COG3285@2|Bacteria,1MYI2@1224|Proteobacteria,2VTVD@28216|Betaproteobacteria,1K6G2@119060|Burkholderiaceae",28216|Betaproteobacteria,L,DNA polymerase,-,-,6.5.1.1,ko:K01971,"ko03450,map03450",-,R00381,RC00005,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DNA_ligase_A_C,DNA_ligase_A_M,DNA_primase_S"
lcl|NZ_CP084252.1_cds_WP_206466676.1_4242,1458357.BG58_15920,4.23e-26,99.4,"2AFYD@1|root,31625@2|Bacteria,1PWQQ@1224|Proteobacteria,2WC9A@28216|Betaproteobacteria,1KB8I@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_350029464.1_4243,159087.Daro_2916,3.43e-19,85.9,"COG0759@1|root,COG0759@2|Bacteria,1Q3VC@1224|Proteobacteria,2VXQF@28216|Betaproteobacteria",28216|Betaproteobacteria,S,Haemolytic,-,-,-,-,-,-,-,-,-,-,-,-,Haemolytic
lcl|NZ_CP084252.1_cds_WP_248324123.1_4244,1169143.KB911057_gene5224,7.26e-184,513.0,"COG4221@1|root,COG4221@2|Bacteria,1R83E@1224|Proteobacteria,2VR3Z@28216|Betaproteobacteria,1K0Q0@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
lcl|NZ_CP084252.1_cds_WP_248324124.1_4245,640510.BC1001_4448,1.25e-239,659.0,"COG2141@1|root,COG2141@2|Bacteria,1N899@1224|Proteobacteria,2W07C@28216|Betaproteobacteria,1K3T4@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Luciferase-like monooxygenase,-,-,-,-,-,-,-,-,-,-,-,-,Bac_luciferase
