#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_JALQDU010000045.1_cds_WP_008346498.1_5113,1097668.BYI23_A013860,3.94e-215,597.0,"COG1893@1|root,COG1893@2|Bacteria,1MVZ1@1224|Proteobacteria,2VJFW@28216|Betaproteobacteria,1K1QR@119060|Burkholderiaceae",28216|Betaproteobacteria,H,2-dehydropantoate 2-reductase,panE,-,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C"
lcl|NZ_JALQDU010000045.1_cds_WP_008346500.1_5114,1097668.BYI23_A013140,1.82e-316,863.0,"COG1167@1|root,COG1167@2|Bacteria,1MV6F@1224|Proteobacteria,2VH8F@28216|Betaproteobacteria,1K2E5@119060|Burkholderiaceae",28216|Betaproteobacteria,K,helix_turn_helix gluconate operon transcriptional repressor,-,-,-,-,-,-,-,-,-,-,-,-,"Aminotran_1_2,GntR"
lcl|NZ_JALQDU010000045.1_cds_WP_008346501.1_5115,1097668.BYI23_A013130,2.12e-291,797.0,"COG1257@1|root,COG1257@2|Bacteria,1MXVE@1224|Proteobacteria,2VMQP@28216|Betaproteobacteria,1JZNB@119060|Burkholderiaceae",28216|Betaproteobacteria,I,Hydroxymethylglutaryl-coenzyme A reductase,mvaA,-,"1.1.1.34,1.1.1.88","ko:K00021,ko:K00054","ko00900,ko01100,ko01110,ko01130,ko04152,ko04976,map00900,map01100,map01110,map01130,map04152,map04976",M00095,"R02081,R02082","RC00004,RC00644","ko00000,ko00001,ko00002,ko01000",-,-,-,HMG-CoA_red
lcl|NZ_JALQDU010000045.1_cds_WP_008346504.1_5116,1097668.BYI23_A013120,8.58e-201,558.0,"COG0119@1|root,COG0119@2|Bacteria,1MUMX@1224|Proteobacteria,2VIUW@28216|Betaproteobacteria,1K3ZG@119060|Burkholderiaceae",28216|Betaproteobacteria,E,HMGL-like,-,-,4.1.3.4,ko:K01640,"ko00072,ko00280,ko00281,ko00650,ko01100,ko04146,map00072,map00280,map00281,map00650,map01100,map04146","M00036,M00088","R01360,R08090","RC00502,RC00503,RC01118,RC01946","ko00000,ko00001,ko00002,ko01000",-,-,-,HMGL-like
lcl|NZ_JALQDU010000045.1_cds_WP_008346506.1_5117,1097668.BYI23_A013110,4.65e-90,266.0,"2CVRP@1|root,32SY3@2|Bacteria,1N3RX@1224|Proteobacteria,2VTVW@28216|Betaproteobacteria,1K8WA@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000045.1_cds_WP_008346508.1_5118,1097668.BYI23_A013100,5.41e-309,845.0,"COG1784@1|root,COG1784@2|Bacteria,1PAI8@1224|Proteobacteria,2VKBH@28216|Betaproteobacteria,1K3V5@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Tripartite tricarboxylate transporter TctA family,-,-,-,-,-,-,-,-,-,-,-,-,TctA
lcl|NZ_JALQDU010000045.1_cds_WP_008346510.1_5119,944435.AXAJ01000003_gene4038,1.38e-213,595.0,"COG3509@1|root,COG3509@2|Bacteria,1MXUI@1224|Proteobacteria,2VKEH@28216|Betaproteobacteria,1K433@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,depolymerase,-,-,3.1.1.75,ko:K05973,"ko00650,map00650",-,R05118,-,"ko00000,ko00001,ko01000",-,-,-,Esterase_phd
lcl|NZ_JALQDU010000045.1_cds_WP_008346513.1_5120,640512.BC1003_0599,1.2e-83,248.0,"COG3609@1|root,COG3609@2|Bacteria,1RHNZ@1224|Proteobacteria,2VSYD@28216|Betaproteobacteria,1K81F@119060|Burkholderiaceae",28216|Betaproteobacteria,K,transcriptional regulators containing the CopG Arc MetJ DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000045.1_cds_WP_008346515.1_5121,999541.bgla_2g27060,5.37e-126,363.0,"28M0N@1|root,2ZAFN@2|Bacteria,1NH41@1224|Proteobacteria,2VNK1@28216|Betaproteobacteria,1K4UT@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000045.1_cds_NCS66_RS25825_5122,1500897.JQNA01000002_gene251,1.79e-45,157.0,"COG0642@1|root,COG2205@2|Bacteria,1QV0D@1224|Proteobacteria,2WGP7@28216|Betaproteobacteria,1K67P@119060|Burkholderiaceae",28216|Betaproteobacteria,T,His Kinase A (phosphoacceptor) domain,-,-,-,-,-,-,-,-,-,-,-,-,"GAF,HATPase_c,HisKA,MEDS"
lcl|NZ_JALQDU010000045.1_cds_WP_250480903.1_5123,196367.JNFG01000041_gene7817,4.18e-92,284.0,"COG0642@1|root,COG2205@2|Bacteria,1QV0D@1224|Proteobacteria,2WGP7@28216|Betaproteobacteria,1K67P@119060|Burkholderiaceae",28216|Betaproteobacteria,T,His Kinase A (phosphoacceptor) domain,-,-,-,-,-,-,-,-,-,-,-,-,"GAF,HATPase_c,HisKA,MEDS"
lcl|NZ_JALQDU010000045.1_cds_WP_008346519.1_5124,159450.NH14_15430,2.13e-103,307.0,"COG0834@1|root,COG0834@2|Bacteria,1NT2J@1224|Proteobacteria,2VJW5@28216|Betaproteobacteria,1K4S4@119060|Burkholderiaceae",28216|Betaproteobacteria,ET,belongs to the bacterial solute-binding protein 3 family,-,-,-,"ko:K10013,ko:K10014","ko02010,map02010","M00225,M00226",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.1,-,-,SBP_bac_3
lcl|NZ_JALQDU010000045.1_cds_WP_008346522.1_5125,667632.KB890198_gene1180,6.5e-124,360.0,"COG4598@1|root,COG4598@2|Bacteria,1QTS2@1224|Proteobacteria,2WGG5@28216|Betaproteobacteria,1K2GX@119060|Burkholderiaceae",28216|Betaproteobacteria,E,PFAM ABC transporter related,hisP,-,3.6.3.21,"ko:K10017,ko:K10025","ko02010,map02010","M00225,M00226,M00235",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.3.1,3.A.1.3.11",-,-,ABC_tran
lcl|NZ_JALQDU010000045.1_cds_WP_008346524.1_5126,398527.Bphyt_1121,2.61e-123,356.0,"COG4160@1|root,COG4160@2|Bacteria,1MWI6@1224|Proteobacteria,2VKRC@28216|Betaproteobacteria,1K5D1@119060|Burkholderiaceae",28216|Betaproteobacteria,E,amino acid ABC transporter,-,-,-,ko:K10015,"ko02010,map02010","M00225,M00226",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.1,-,-,BPD_transp_1
lcl|NZ_JALQDU010000045.1_cds_WP_008346526.1_5127,342113.DM82_463,1.61e-95,285.0,"COG4215@1|root,COG4215@2|Bacteria,1MY2N@1224|Proteobacteria,2VJNJ@28216|Betaproteobacteria,1K13D@119060|Burkholderiaceae",28216|Betaproteobacteria,P,"TIGRFAM polar amino acid ABC transporter, inner membrane subunit",-,-,-,ko:K10016,"ko02010,map02010","M00225,M00226",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.1,-,-,BPD_transp_1
lcl|NZ_JALQDU010000045.1_cds_WP_008346529.1_5128,292.DM42_5403,3.74e-122,363.0,"COG3608@1|root,COG3608@2|Bacteria,1N396@1224|Proteobacteria,2VK60@28216|Betaproteobacteria,1K45S@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Succinylglutamate desuccinylase aspartoacylase,-,-,-,ko:K06987,-,-,-,-,ko00000,-,-,-,AstE_AspA
lcl|NZ_JALQDU010000045.1_cds_WP_008346531.1_5129,1096546.WYO_0288,2.22e-74,235.0,"COG1414@1|root,COG1414@2|Bacteria,1QYTM@1224|Proteobacteria,2U04P@28211|Alphaproteobacteria,1JW8B@119045|Methylobacteriaceae",28211|Alphaproteobacteria,K,helix_turn_helix isocitrate lyase regulation,pcaR,-,-,ko:K02624,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_IclR,IclR"
lcl|NZ_JALQDU010000045.1_cds_WP_034470165.1_5130,1532557.JL37_16760,6.31e-171,489.0,"COG0520@1|root,COG0520@2|Bacteria,1MUPD@1224|Proteobacteria,2VIQW@28216|Betaproteobacteria,3T4SG@506|Alcaligenaceae",28216|Betaproteobacteria,E,COG0520 Selenocysteine lyase,-,-,-,-,-,-,-,-,-,-,-,-,Aminotran_5
lcl|NZ_JALQDU010000045.1_cds_WP_008346536.1_5131,1097668.BYI23_C003290,0.0,886.0,"COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,2VHRU@28216|Betaproteobacteria,1JZUU@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,amino acid adenylation domain protein,-,-,6.3.2.14,ko:K02364,"ko01053,ko01110,ko01130,map01053,map01110,map01130",-,R07644,"RC00162,RC03046","ko00000,ko00001,ko01000,ko01008",-,-,-,"AMP-binding,AMP-binding_C,Condensation,NAD_binding_4,PP-binding,Thioesterase"
lcl|NZ_JALQDU010000045.1_cds_WP_250480893.1_5132,948106.AWZT01000001_gene4972,2.45e-221,613.0,"COG2207@1|root,COG2207@2|Bacteria,1RH01@1224|Proteobacteria,2VQ3J@28216|Betaproteobacteria,1K3U6@119060|Burkholderiaceae",28216|Betaproteobacteria,K,PFAM helix-turn-helix- domain containing protein AraC type,-,-,-,-,-,-,-,-,-,-,-,-,"Arabinose_bd,HTH_18"
lcl|NZ_JALQDU010000045.1_cds_WP_008346539.1_5133,640512.BC1003_5044,8.75e-210,581.0,"COG3246@1|root,COG3246@2|Bacteria,1MZTP@1224|Proteobacteria,2VJ9E@28216|Betaproteobacteria,1K3H6@119060|Burkholderiaceae",28216|Betaproteobacteria,S,beta-keto acid cleavage enzyme,-,-,2.3.1.247,ko:K18013,"ko00310,map00310",-,R10564,"RC02728,RC03199","ko00000,ko00001,ko01000",-,-,-,BKACE
lcl|NZ_JALQDU010000045.1_cds_WP_033536003.1_5134,640512.BC1003_5043,4.89e-289,793.0,"COG2271@1|root,COG2271@2|Bacteria,1NR4R@1224|Proteobacteria,2WF0H@28216|Betaproteobacteria,1K4TU@119060|Burkholderiaceae",28216|Betaproteobacteria,G,Major Facilitator,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lcl|NZ_JALQDU010000045.1_cds_WP_008346542.1_5135,640512.BC1003_5042,5.98e-156,441.0,"COG1028@1|root,COG1028@2|Bacteria,1MX30@1224|Proteobacteria,2VNV9@28216|Betaproteobacteria,1K4YQ@119060|Burkholderiaceae",28216|Betaproteobacteria,IQ,PFAM short-chain dehydrogenase reductase SDR,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2
lcl|NZ_JALQDU010000045.1_cds_WP_008346543.1_5136,1458357.BG58_05225,5.86e-140,399.0,"COG0702@1|root,COG0702@2|Bacteria,1MYVU@1224|Proteobacteria,2VHXZ@28216|Betaproteobacteria,1K36U@119060|Burkholderiaceae",28216|Betaproteobacteria,GM,NmrA family,-,-,-,-,-,-,-,-,-,-,-,-,"NAD_binding_10,NmrA"
lcl|NZ_JALQDU010000045.1_cds_WP_008346545.1_5137,1458357.BG58_05230,6.69e-295,811.0,"COG1167@1|root,COG1167@2|Bacteria,1MVGT@1224|Proteobacteria,2VHEY@28216|Betaproteobacteria,1K1DG@119060|Burkholderiaceae",28216|Betaproteobacteria,K,aminotransferase class I and II,-,-,-,ko:K00375,-,-,-,-,"ko00000,ko03000",-,-,-,"Aminotran_1_2,GntR"
lcl|NZ_JALQDU010000045.1_cds_WP_008346547.1_5138,1458357.BG58_05235,2.5e-115,333.0,"COG1182@1|root,COG1182@2|Bacteria,1RJDR@1224|Proteobacteria,2VSWT@28216|Betaproteobacteria,1KHY7@119060|Burkholderiaceae",28216|Betaproteobacteria,C,"Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity",-,-,-,ko:K01118,-,-,-,-,"ko00000,ko01000",-,-,-,Flavodoxin_2
lcl|NZ_JALQDU010000045.1_cds_WP_008346549.1_5139,640512.BC1003_0705,2.91e-66,205.0,"COG0454@1|root,COG0456@2|Bacteria,1N506@1224|Proteobacteria,2VUQX@28216|Betaproteobacteria,1K8R1@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Acetyltransferase (GNAT) family,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1
lcl|NZ_JALQDU010000045.1_cds_WP_008346551.1_5140,1097668.BYI23_C013390,2.04e-275,756.0,"COG0665@1|root,COG0665@2|Bacteria,1MVIZ@1224|Proteobacteria,2VN40@28216|Betaproteobacteria,1K39D@119060|Burkholderiaceae",28216|Betaproteobacteria,E,PFAM FAD dependent oxidoreductase,-,-,1.4.5.1,ko:K00285,"ko00360,map00360",-,"R01374,R09493","RC00006,RC00025","ko00000,ko00001,ko01000",-,-,-,DAO
lcl|NZ_JALQDU010000045.1_cds_WP_008346553.1_5141,1097668.BYI23_C013400,1.66e-172,483.0,"COG0834@1|root,COG0834@2|Bacteria,1MXIA@1224|Proteobacteria,2WED5@28216|Betaproteobacteria,1KHQ4@119060|Burkholderiaceae",28216|Betaproteobacteria,ET,belongs to the bacterial solute-binding protein 3 family,-,-,-,ko:K10013,"ko02010,map02010",M00225,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.1,-,-,SBP_bac_3
lcl|NZ_JALQDU010000045.1_cds_WP_250480894.1_5142,1097668.BYI23_C013410,3.76e-193,541.0,"COG2423@1|root,COG2423@2|Bacteria,1R7BV@1224|Proteobacteria,2WFNX@28216|Betaproteobacteria,1K30D@119060|Burkholderiaceae",28216|Betaproteobacteria,E,ornithine cyclodeaminase,-,-,1.4.1.25,ko:K19744,"ko00472,ko01100,map00472,map01100",-,"R11031,R11032",RC00006,"ko00000,ko00001,ko01000",-,-,-,OCD_Mu_crystall
lcl|NZ_JALQDU010000045.1_cds_WP_235366183.1_5143,1097668.BYI23_C013420,4.16e-148,417.0,"COG2964@1|root,COG2964@2|Bacteria,1RC5D@1224|Proteobacteria,2WFDN@28216|Betaproteobacteria,1KFYG@119060|Burkholderiaceae",28216|Betaproteobacteria,S,PFAM YheO domain protein,-,-,-,ko:K21829,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_22,PAS_6"
lcl|NZ_JALQDU010000045.1_cds_WP_008346558.1_5144,1071679.BG57_10080,5.84e-268,744.0,"COG4191@1|root,COG4191@2|Bacteria,1QU7R@1224|Proteobacteria,2VKY0@28216|Betaproteobacteria,1K4A8@119060|Burkholderiaceae",28216|Betaproteobacteria,T,Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,-,"HATPase_c,HisKA"
lcl|NZ_JALQDU010000045.1_cds_WP_008346559.1_5145,1071679.BG57_10085,3.48e-261,723.0,"COG2204@1|root,COG2204@2|Bacteria,1MU0N@1224|Proteobacteria,2VHSB@28216|Betaproteobacteria,1K034@119060|Burkholderiaceae",28216|Betaproteobacteria,T,response regulator,-,-,-,ko:K02481,-,-,-,-,"ko00000,ko02022",-,-,-,"HTH_8,Response_reg,Sigma54_activat"
lcl|NZ_JALQDU010000045.1_cds_WP_309792361.1_5146,1458357.BG58_13075,1.04e-103,305.0,"2C82I@1|root,32K1E@2|Bacteria,1RE9K@1224|Proteobacteria,2VUYH@28216|Betaproteobacteria,1K55D@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000045.1_cds_WP_008346563.1_5147,1218075.BAYA01000036_gene6281,1.53e-114,330.0,"2DTMT@1|root,32UVI@2|Bacteria,1MYTF@1224|Proteobacteria,2W9WP@28216|Betaproteobacteria,1K0QG@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000045.1_cds_WP_033536002.1_5148,1071679.BG57_10100,1.04e-249,691.0,"COG0477@1|root,COG2814@2|Bacteria,1N8TD@1224|Proteobacteria,2VN4T@28216|Betaproteobacteria,1K2RB@119060|Burkholderiaceae",28216|Betaproteobacteria,EGP,Major Facilitator,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lcl|NZ_JALQDU010000045.1_cds_WP_008346566.1_5149,1097668.BYI23_C008290,0.0,1009.0,"COG0154@1|root,COG0154@2|Bacteria,1MUVQ@1224|Proteobacteria,2VK3H@28216|Betaproteobacteria,1K1WN@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Allophanate hydrolase,atzF,-,3.5.1.54,ko:K01457,"ko00220,ko00791,ko01100,ko01120,map00220,map00791,map01100,map01120",-,R00005,RC02756,"ko00000,ko00001,ko01000",-,-,-,Amidase
lcl|NZ_JALQDU010000045.1_cds_WP_008346568.1_5150,1071679.BG57_31525,0.0,2217.0,"COG0439@1|root,COG1984@1|root,COG2049@1|root,COG4770@1|root,COG0439@2|Bacteria,COG1984@2|Bacteria,COG2049@2|Bacteria,COG4770@2|Bacteria,1MU4H@1224|Proteobacteria,2WGI2@28216|Betaproteobacteria,1K3CB@119060|Burkholderiaceae",28216|Betaproteobacteria,EI,urea carboxylase,uca,-,6.3.4.6,ko:K01941,"ko00220,ko00791,ko01100,map00220,map00791,map01100",-,R00774,RC00378,"ko00000,ko00001,ko01000",-,-,-,"Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,CT_A_B,CT_C_D"
lcl|NZ_JALQDU010000045.1_cds_WP_250480904.1_5151,1071679.BG57_31535,4.36e-156,437.0,"COG3665@1|root,COG3665@2|Bacteria,1N9DM@1224|Proteobacteria,2VMBK@28216|Betaproteobacteria,1JZV3@119060|Burkholderiaceae",28216|Betaproteobacteria,S,urea carboxylase-associated protein 1,-,-,-,ko:K09967,-,-,-,-,ko00000,-,-,-,DUF1989
lcl|NZ_JALQDU010000045.1_cds_WP_033536001.1_5152,1071679.BG57_31540,1.56e-164,460.0,"COG3665@1|root,COG3665@2|Bacteria,1N2KR@1224|Proteobacteria,2VNIH@28216|Betaproteobacteria,1K4IK@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF1989),-,-,-,ko:K09967,-,-,-,-,ko00000,-,-,-,DUF1989
lcl|NZ_JALQDU010000045.1_cds_WP_008346574.1_5153,1071679.BG57_31545,4.99e-180,502.0,"COG1116@1|root,COG1116@2|Bacteria,1MWZG@1224|Proteobacteria,2VNXX@28216|Betaproteobacteria,1JZNJ@119060|Burkholderiaceae",28216|Betaproteobacteria,P,ABC transporter,-,-,-,ko:K02049,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,ABC_tran
lcl|NZ_JALQDU010000045.1_cds_WP_008346577.1_5154,1071679.BG57_31550,8.85e-178,497.0,"COG0600@1|root,COG0600@2|Bacteria,1MWDJ@1224|Proteobacteria,2VJKA@28216|Betaproteobacteria,1K53T@119060|Burkholderiaceae",28216|Betaproteobacteria,P,PFAM binding-protein-dependent transport systems inner membrane component,-,-,-,ko:K02050,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,BPD_transp_1
lcl|NZ_JALQDU010000045.1_cds_WP_008346580.1_5155,1071679.BG57_31555,7.63e-249,684.0,"COG0715@1|root,COG0715@2|Bacteria,1MVJA@1224|Proteobacteria,2VJJR@28216|Betaproteobacteria,1K2XB@119060|Burkholderiaceae",28216|Betaproteobacteria,P,NMT1/THI5 like,-,-,-,ko:K02051,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,NMT1
lcl|NZ_JALQDU010000045.1_cds_WP_008346582.1_5156,1071679.BG57_10610,5.99e-99,293.0,"2C2E6@1|root,32QAT@2|Bacteria,1QT17@1224|Proteobacteria,2W44V@28216|Betaproteobacteria",28216|Betaproteobacteria,S,Curli assembly protein CsgE,-,-,-,ko:K04337,-,-,-,-,"ko00000,ko02044",-,-,-,CsgE
lcl|NZ_JALQDU010000045.1_cds_WP_008346584.1_5157,1071679.BG57_10615,5.75e-77,232.0,"2DEP1@1|root,32U3R@2|Bacteria,1N4PQ@1224|Proteobacteria,2W55A@28216|Betaproteobacteria",28216|Betaproteobacteria,S,"Type VIII secretion system (T8SS), CsgF protein",-,-,-,ko:K04338,-,-,-,-,"ko00000,ko02044",-,-,-,CsgF
lcl|NZ_JALQDU010000045.1_cds_WP_008346587.1_5158,1071679.BG57_10620,9.91e-194,540.0,"COG1462@1|root,COG1462@2|Bacteria,1MVZM@1224|Proteobacteria,2VXWK@28216|Betaproteobacteria",28216|Betaproteobacteria,M,Curli production assembly/transport component CsgG,-,-,-,ko:K06214,-,-,-,-,"ko00000,ko02044",-,-,-,CsgG
lcl|NZ_JALQDU010000045.1_cds_WP_008346589.1_5159,1071679.BG57_10625,1.12e-15,78.2,"2DRE1@1|root,33BC9@2|Bacteria,1NGYJ@1224|Proteobacteria",1224|Proteobacteria,S,PFAM Curlin associated repeat,csgB,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006807,GO:0007155,GO:0008150,GO:0008152,GO:0009279,GO:0009289,GO:0009987,GO:0016020,GO:0016043,GO:0019538,GO:0019867,GO:0022610,GO:0030312,GO:0030313,GO:0031975,GO:0042710,GO:0042802,GO:0042995,GO:0043170,GO:0044010,GO:0044238,GO:0044462,GO:0044464,GO:0044764,GO:0051704,GO:0071704,GO:0071840,GO:0071944,GO:0097435,GO:1901564,GO:1990000",-,ko:K04335,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko02044",-,-,-,Curlin_rpt
lcl|NZ_JALQDU010000045.1_cds_WP_008346592.1_5160,1071679.BG57_10630,2.03e-34,140.0,"2DRE1@1|root,33BC9@2|Bacteria,1NGYJ@1224|Proteobacteria",1224|Proteobacteria,S,PFAM Curlin associated repeat,-,-,-,-,-,-,-,-,-,-,-,-,Curlin_rpt
lcl|NZ_JALQDU010000045.1_cds_WP_244808291.1_5162,1458357.BG58_13290,8.24e-307,838.0,"COG0596@1|root,COG0596@2|Bacteria,1MWVN@1224|Proteobacteria,2VZP3@28216|Betaproteobacteria,1KHJR@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Epoxide hydrolase N terminus,-,-,-,-,-,-,-,-,-,-,-,-,EHN
lcl|NZ_JALQDU010000045.1_cds_WP_008346598.1_5163,1097668.BYI23_B001000,9.25e-55,172.0,"COG3795@1|root,COG3795@2|Bacteria,1N23Q@1224|Proteobacteria,2VVDQ@28216|Betaproteobacteria,1KDZY@119060|Burkholderiaceae",28216|Betaproteobacteria,S,YCII-related domain,-,-,-,-,-,-,-,-,-,-,-,-,YCII
lcl|NZ_JALQDU010000045.1_cds_WP_051996391.1_5164,1120934.KB894404_gene746,1.87e-125,396.0,"COG1520@1|root,COG1680@1|root,COG1520@2|Bacteria,COG1680@2|Bacteria,2HSCZ@201174|Actinobacteria,4EDAG@85010|Pseudonocardiales",201174|Actinobacteria,V,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000045.1_cds_WP_034470174.1_5166,1218076.BAYB01000007_gene1363,1.11e-99,293.0,"COG1335@1|root,COG1335@2|Bacteria,1RARV@1224|Proteobacteria,2WFJV@28216|Betaproteobacteria",28216|Betaproteobacteria,Q,Isochorismatase family,-,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
lcl|NZ_JALQDU010000045.1_cds_WP_008346605.1_5167,1218076.BAYB01000007_gene1364,1.59e-145,419.0,"COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,2VHDN@28216|Betaproteobacteria,1K6TW@119060|Burkholderiaceae",28216|Betaproteobacteria,K,DJ-1/PfpI family,-,-,-,-,-,-,-,-,-,-,-,-,"DJ-1_PfpI,HTH_18"
lcl|NZ_JALQDU010000045.1_cds_WP_008346606.1_5168,1097668.BYI23_C012330,2.82e-314,859.0,"COG0065@1|root,COG0065@2|Bacteria,1MVYR@1224|Proteobacteria,2VNWG@28216|Betaproteobacteria,1K4U0@119060|Burkholderiaceae",28216|Betaproteobacteria,H,"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate",leuC,-,"4.2.1.33,4.2.1.35",ko:K01703,"ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230","M00432,M00535","R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170","RC00497,RC00976,RC00977,RC01041,RC01046,RC03072","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,Aconitase
lcl|NZ_JALQDU010000045.1_cds_WP_250480895.1_5169,1071679.BG57_28050,4.83e-123,352.0,"COG0066@1|root,COG0066@2|Bacteria,1RF72@1224|Proteobacteria,2VS4Z@28216|Betaproteobacteria,1K5FU@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate",-,-,"4.2.1.33,4.2.1.35",ko:K01704,"ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230","M00432,M00535","R03896,R03898,R03968,R04001,R10170","RC00976,RC00977,RC01041,RC01046,RC03072","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,Aconitase_C
lcl|NZ_JALQDU010000045.1_cds_WP_008346610.1_5170,1071679.BG57_28055,2.06e-237,655.0,"COG0473@1|root,COG0473@2|Bacteria,1MUH4@1224|Proteobacteria,2VPVM@28216|Betaproteobacteria,1K4U6@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate,-,-,1.1.1.85,ko:K00052,"ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230","M00432,M00535","R00994,R04426,R10052","RC00084,RC00417,RC03036","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,Iso_dh
lcl|NZ_JALQDU010000045.1_cds_WP_008346612.1_5171,1071679.BG57_28060,1.36e-223,619.0,"COG0715@1|root,COG0715@2|Bacteria,1R5H3@1224|Proteobacteria,2VIC6@28216|Betaproteobacteria,1K6GK@119060|Burkholderiaceae",28216|Betaproteobacteria,M,"ABC transporter, phosphonate, periplasmic substrate-binding protein",-,-,-,ko:K02051,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,NMT1
lcl|NZ_JALQDU010000045.1_cds_WP_008346614.1_5172,1097668.BYI23_C012370,4.62e-191,531.0,"COG1116@1|root,COG1116@2|Bacteria,1N7FP@1224|Proteobacteria,2VHGX@28216|Betaproteobacteria,1K6TG@119060|Burkholderiaceae",28216|Betaproteobacteria,P,ATPases associated with a variety of cellular activities,-,-,-,ko:K02049,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,ABC_tran
